trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2515070,44,1,"44 Ecorse Tyler to West Willow",,1,9507,shp-44-02,1,1
3766070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4607,shp-32-55,1,1
1984010,22,2,"Pontiac - Dhu Varren to BTC",,0,501,shp-22-01,1,1
947070,23,1,"Plymouth to Blake Transit Ctr",,0,3307,shp-23-08,1,1
2741020,66,3,"Carpenter - Huron Pkwy to Pierpont Commons",,1,10402,shp-66-08,1,1
1748070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
2234010,28,2,"28 Pauline to BTC",,0,2901,shp-28-10,1,1
3154020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3502,shp-30-05,1,1
1193070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3007,shp-27-52,1,1
4055020,47,3,"47 Harriet Michigan to YTC",,0,8102,shp-47-51,1,1
3255020,68,3,"Harris -Ford to Gault Village",,1,8102,shp-68-03,1,1
4170010,22,2,"Pontiac - Dhu Varren to BTC",,0,501,shp-22-01,1,1
1947020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,102,shp-104-02,1,1
1904020,31,3,"Dexter Ave to Blake Transit Ctr",,0,1102,shp-31-04,1,1
3837020,68,3,"Harris - Ford to Holmes & Ridge",,0,8202,shp-68-51,1,1
2733020,45,3,"Grove to Harry & Grove",,1,7402,shp-45-03,1,1
2076070,4,1,"Washtenaw to YTC",,1,5207,shp-4-55,1,1
2208070,3,1," Huron River to BTC",,0,4307,shp-3-03,1,1
2411070,28,1,"Pauline to Maple & Pennsylvania",,1,3207,shp-28-12,1,1
3649020,68,3,"Harris -Ford to Gault Village",,1,8102,shp-68-03,1,1
2885020,3,3," Huron River to YTC",,1,7402,shp-3-53,1,1
3916020,23,3,"Plymouth to Blake Transit Ctr",,0,2202,shp-23-06,1,1
3753020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
406020,34,3,"Maple - Dexter to Miller Rd P&R",,1,5102,shp-34-51,1,1
3793020,22,3,"Pontiac - Dhu Varren to BTC",,0,3302,shp-22-01,1,1
950070,23,1,"Plymouth to Green Rd P&R",,1,3607,shp-23-61,1,1
1192010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8701,shp-45-51,1,1
608010,3,2," Huron River to BTC",,0,9101,shp-3-03,1,1
3876020,5,3,"A Packard to BTC",,0,10502,shp-5-01,1,1
3705020,4,3,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
1838020,4,3,"Washtenaw to YTC",,1,6802,shp-4-55,1,1
3043020,28,3,"Pauline to Maple & Pennsylvania",,1,1902,shp-28-12,1,1
598010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8301,shp-42-03,1,1
2947020,45,3,"Grove to Harry & Grove",,1,6902,shp-45-03,1,1
679070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9207,shp-46-51,1,1
2366020,4,3,"Washtenaw to YTC",,1,6602,shp-4-55,1,1
2464020,31,3,"Dexter Ave to Jackson & Wagnor",,1,1102,shp-31-51,1,1
3341070,22,1,"Pontiac - Dhu Varren to BTC",,0,407,shp-22-01,1,1
3258070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4607,shp-32-06,1,1
379020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
321070,43,1,"E Michigan Ave to Holmes & Ridge",,1,8007,shp-43-02,1,1
3843070,25,1,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2907,shp-25-09,1,1
2121020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8102,shp-47-02,1,1
2364020,4,3,"Washtenaw to YTC",,1,5802,shp-4-55,1,1
1765020,62,3,"U-M - State St to Central Campus Transit Ctr",,1,12402,shp-62-07,1,1
3660070,44,1,"44 Ecorse Tyler to YTC",,0,9307,shp-44-52,1,1
1472010,45,2,"Grove to Harry & Grove",,1,8701,shp-45-03,1,1
1863020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7202,shp-46-51,1,1
275010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8601,shp-46-02,1,1
2935020,23,3,"Plymouth to Green Rd P&R",,1,2802,shp-23-59,1,1
2182020,3,3," Huron River to BTC",,0,7702,shp-3-03,1,1
1932010,4,2,"Washtenaw to BTC",,0,5401,shp-4-06,1,1
1587070,42,1,"Forest - MacArthur to MacArthur & Harris",,1,9407,shp-42-03,1,1
903020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,1402,shp-32-55,1,1
2508020,44,3,"44 Ecorse Tyler to West Willow",,1,7802,shp-44-02,1,1
687020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,202,shp-104-52,1,1
1709020,63,3,"U-M - Pontiac to Central Campus Transit Center",,0,13202,shp-63-05,1,1
3177020,23,3,"Plymouth to Plymouth Rd P&R",,1,2202,shp-23-60,1,1
2033070,26,1,"Scio Church to BTC",,0,4907,shp-26-01,1,1
2127010,5,2,"Packard to Meijer: Carpenter Rd",,1,10201,shp-5-08,1,1
2574020,67,3,"EISENHOWER-GOLFSIDE TO WCC",,1,11502,shp-67-04,1,1
3890020,4,3,"Washtenaw to BTC",,0,5302,shp-4-06,1,1
134020,4,3,"Washtenaw to BTC",,0,6802,shp-4-06,1,1
2070070,28,1,"28 Pauline to BTC",,0,2907,shp-28-10,1,1
438020,46,3,"Huron Paint Creek to Huron River + Textile",,1,7002,shp-46-02,1,1
2916010,67,2,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13701,shp-67-05,1,1
1210070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3007,shp-27-52,1,1
2770020,4,3,"Washtenaw to YTC",,1,6002,shp-4-55,1,1
3136020,32,3,"Miller - Maple to Blake Transit Ctr",,0,1402,shp-32-06,1,1
317020,62,3,"62 UM State to CCTC",,1,12702,shp-62-06,1,1
1457020,4,3,"Washtenaw to BTC",,0,5402,shp-4-06,1,1
1377010,3,2," Huron River to YTC",,1,9101,shp-3-53,1,1
47020,44,3,"44 Ecorse Tyler to YTC",,0,7802,shp-44-52,1,1
3328020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,202,shp-104-52,1,1
2212020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10302,shp-5-07,1,1
658070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11407,shp-6-51,1,1
4059020,32,3,"Miller - Maple to Blake Transit Ctr",,0,602,shp-32-07,1,1
4252020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2602,shp-27-52,1,1
1272070,29,1,"Liberty to Blake Transit Ctr",,0,4707,shp-29-01,1,1
3395020,31,3,"Dexter Ave to Jackson & Wagnor",,1,602,shp-31-51,1,1
1771020,28,3,"28 Pauline to BTC",,0,1902,shp-28-10,1,1
1685070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
2591010,45,2,"Grove to Harry & Grove",,1,8601,shp-45-03,1,1
4300020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2702,shp-25-09,1,1
3922020,67,3,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,11602,shp-67-05,1,1
54010,31,2,"Dexter Ave to Blake Transit Ctr",,0,11401,shp-31-04,1,1
434020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7102,shp-42-52,1,1
410020,64,3,"Geddes - E. Stadium to Central Campus Transit Ctr",,0,12902,shp-64-02,1,1
1330070,6,1,"Ellsworth to BTC",,0,11107,shp-6-01,1,1
2363070,23,1,"Plymouth to Blake Transit Ctr",,0,3507,shp-23-08,1,1
303070,44,1,"44 Ecorse Tyler to YTC",,0,9207,shp-44-52,1,1
3566020,45,3,"Grove to Harry & Grove",,1,7002,shp-45-03,1,1
2021070,29,1,"Liberty to Blake Transit Ctr",,0,4807,shp-29-01,1,1
911020,29,3,"Liberty to Scio Ridge",,1,1002,shp-29-51,1,1
3540020,68,3,"Harris - Ford to Holmes & Ridge",,0,8102,shp-68-51,1,1
1179020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11802,shp-6-51,1,1
534070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9407,shp-46-02,1,1
770010,22,2,"Pontiac - Dhu Varren to Pierpont Commons",,1,401,shp-22-04,1,1
2713010,3,2," Huron River to BTC",,0,9001,shp-3-03,1,1
1890010,26,2,"Scio Church to Scio Ridge",,1,10201,shp-26-02,1,1
2992020,4,3,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
3115020,67,3,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,11602,shp-67-05,1,1
313020,6,3,"Ellsworth to BTC",,0,11702,shp-6-01,1,1
4118020,68,3,"Harris - Ford to Holmes & Ridge",,0,8002,shp-68-51,1,1
4038020,6,3,"Ellsworth to BTC",,0,11202,shp-6-01,1,1
3152020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8202,shp-43-02,1,1
1724070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9607,shp-46-51,1,1
1677020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7002,shp-46-51,1,1
2887070,30,1,"Jackson Rd to BTC",,0,3307,shp-30-51,1,1
979020,33,3,"Newport to Blake Transit Ctr",,0,3302,shp-33-01,1,1
2112020,34,3,"Maple - Dexter to Miller Rd P&R",,1,5102,shp-34-51,1,1
1122020,31,3,"Dexter Ave to Jackson & Wagnor",,1,802,shp-31-51,1,1
2745070,5,1,"A Packard to BTC",,0,9907,shp-5-01,1,1
3642020,4,3,"Washtenaw to BTC",,0,5202,shp-4-06,1,1
2969070,28,1,"28 Pauline to BTC",,0,3107,shp-28-10,1,1
1905070,6,1,"Ellsworth to BTC",,0,11307,shp-6-01,1,1
3781070,45,1,"Grove to Ypsilanti Transit Ctr",,0,9207,shp-45-51,1,1
845010,67,2,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,13801,shp-67-02,1,1
3280070,23,1,"Plymouth to Green Rd P&R",,1,3607,shp-23-61,1,1
459070,3,1," Huron River to YTC",,1,4307,shp-3-53,1,1
3449010,44,2,"44 Ecorse Tyler to YTC",,0,8501,shp-44-52,1,1
4187070,44,1,"44 Ecorse Tyler to West Willow",,1,9307,shp-44-02,1,1
3113010,46,2,"Paint Creek to Ypsilanti Transit Ctr",,0,8301,shp-46-51,1,1
2764020,47,3,"47 Harriet Michigan to YTC",,0,8202,shp-47-51,1,1
1871020,4,3,"Washtenaw to YTC",,1,5402,shp-4-55,1,1
2095010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3201,shp-27-04,1,1
1400020,61,3,"U-M Miller to Miller Rd P+R",,1,12302,shp-61-51,1,1
4127020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8202,shp-43-51,1,1
3060020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12102,shp-65-53,1,1
1282010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
3209010,27,2,"W. Stadium - Oak Valley to Meijer",,1,3201,shp-27-52,1,1
916020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2602,shp-27-04,1,1
356020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2602,shp-27-04,1,1
2892010,30,2,"Jackson Rd to Meijer: Jackson Rd",,1,3501,shp-30-05,1,1
4277020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7302,shp-45-51,1,1
1635070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3007,shp-27-52,1,1
3436020,31,3,"Dexter Ave to Jackson & Wagnor",,1,802,shp-31-51,1,1
3609070,28,1,"Pauline to Maple & Pennsylvania",,1,3207,shp-28-12,1,1
2560070,6,1,"Ellsworth to BTC",,0,11407,shp-6-01,1,1
2093010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8501,shp-45-51,1,1
1649070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
3371020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3302,shp-22-04,1,1
1633070,28,1,"28 Pauline to BTC",,0,3107,shp-28-10,1,1
2488010,4,2,"Washtenaw to YTC",,1,5401,shp-4-55,1,1
3553010,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3001,shp-25-09,1,1
2222020,46,3,"Huron Paint Creek to Huron River + Textile",,1,7202,shp-46-02,1,1
2827070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
4003010,22,2,"Pontiac - Dhu Varren to BTC",,0,401,shp-22-01,1,1
1529020,26,3,"Scio Church to BTC",,0,1002,shp-26-01,1,1
1867020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8202,shp-43-51,1,1
1629020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,302,shp-104-52,1,1
1100020,33,3,"Newport to Blake Transit Ctr",,0,3702,shp-33-01,1,1
2389020,4,3,"Washtenaw to BTC",,0,6802,shp-4-06,1,1
1661070,4,1,"Washtenaw to BTC",,0,5207,shp-4-06,1,1
1700020,6,3,"Ellsworth to Blake Transit Ctr",,0,11502,shp-6-11,1,1
2989070,28,1,"Pauline to Maple & Pennsylvania",,1,3107,shp-28-12,1,1
1759070,29,1,"Liberty to Scio Ridge",,1,4807,shp-29-51,1,1
3418020,62,3,"62 UM State to CCTC",,1,12402,shp-62-06,1,1
1002070,44,1,"44 Ecorse Tyler to West Willow",,1,9207,shp-44-02,1,1
4090020,4,3,"Washtenaw to YTC",,1,5902,shp-4-55,1,1
1840010,23,2,"Plymouth to Green Rd P&R",,1,3501,shp-23-61,1,1
1433010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4401,shp-32-06,1,1
1356020,45,3,"Grove to Harry & Grove",,1,7002,shp-45-03,1,1
3382070,31,1,"Dexter Ave to Jackson & Wagnor",,1,4407,shp-31-51,1,1
4072020,68,3,"Harris - Ford to Holmes & Ridge",,0,8102,shp-68-51,1,1
4006020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,7302,shp-42-03,1,1
2669020,4,3,"Washtenaw to YTC",,1,6202,shp-4-55,1,1
393010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3201,shp-27-04,1,1
3079020,32,3,"Miller - Maple to Blake Transit Ctr",,0,1402,shp-32-06,1,1
2803020,61,3,"U-M Miller to Miller Rd P+R",,1,12002,shp-61-51,1,1
1933070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,507,shp-22-04,1,1
3827020,44,3,"44 Ecorse Tyler to West Willow",,1,7102,shp-44-02,1,1
999070,26,1,"Scio Church to BTC",,0,4407,shp-26-01,1,1
3251020,44,3,"44 Ecorse Tyler to West Willow",,1,7002,shp-44-02,1,1
1345020,4,3,"Washtenaw to YTC",,1,5302,shp-4-55,1,1
3433010,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,8401,shp-42-52,1,1
2664020,34,3,"Maple - Dexter to Blake Transit Ctr",,0,5102,shp-34-01,1,1
1043020,62,3,"U-M - State to Central Campus Transit Ctr",,1,12702,shp-62-08,1,1
791010,44,2,"44 Ecorse Tyler to West Willow",,1,8501,shp-44-02,1,1
3732070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8107,shp-47-02,1,1
2799010,22,2,"Pontiac - Dhu Varren to BTC",,0,401,shp-22-01,1,1
882070,6,1,"Ellsworth to BTC",,0,11407,shp-6-01,1,1
345020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12002,shp-61-02,1,1
1206020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8102,shp-47-02,1,1
1009020,33,3,"Newport to Warrington & Newport",,1,3702,shp-33-51,1,1
4028020,4,3,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
2758010,28,2,"Pauline to Maple & Pennsylvania",,1,2901,shp-28-12,1,1
3112020,62,3,"U-M - State St to Wolverine Tower",,0,12702,shp-62-54,1,1
374010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4401,shp-32-06,1,1
3176020,62,3,"U-M - State to State P+R",,0,12402,shp-62-53,1,1
1620020,47,3,"47 Harriet Michigan to YTC",,0,8102,shp-47-51,1,1
1054070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3007,shp-27-04,1,1
2194020,3,3," Huron River to BTC",,0,7702,shp-3-03,1,1
2221010,23,2,"Plymouth to Green Rd P&R",,1,3401,shp-23-61,1,1
3098020,68,3,"Harris -Ford to Gault Village",,1,8002,shp-68-03,1,1
1892020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
928070,44,1,"44 Ecorse Tyler to West Willow",,1,9307,shp-44-02,1,1
3875020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2702,shp-27-04,1,1
2879070,3,1," Huron River to BTC",,0,4207,shp-3-03,1,1
336070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11307,shp-6-51,1,1
3273010,45,2,"Grove to Harry & Grove",,1,8401,shp-45-03,1,1
1395010,44,2,"44 Ecorse Tyler to West Willow",,1,8401,shp-44-02,1,1
2714020,3,3," Huron River to BTC",,0,7602,shp-3-03,1,1
2717010,22,2,"Pontiac - Dhu Varren to BTC",,0,401,shp-22-01,1,1
938070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8107,shp-43-51,1,1
772010,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,10101,shp-43-51,1,1
72070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3507,shp-30-05,1,1
948020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7302,shp-45-51,1,1
1176070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4607,shp-32-55,1,1
2638010,30,2,"Jackson Rd to BTC",,0,3501,shp-30-51,1,1
4161020,3,3," Huron River to BTC",,0,7402,shp-3-03,1,1
3760010,3,2," Huron River to BTC",,0,8801,shp-3-03,1,1
1156010,4,2,"Washtenaw to BTC",,0,5301,shp-4-06,1,1
3580020,28,3,"28 Pauline to BTC",,0,1502,shp-28-10,1,1
661070,25,1,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3207,shp-25-52,1,1
1865070,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,9607,shp-42-52,1,1
600020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8102,shp-43-51,1,1
1882020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2702,shp-27-52,1,1
2915020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2502,shp-27-52,1,1
907020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2702,shp-25-09,1,1
2751020,46,3,"Huron Paint Creek to Huron River + Textile",,1,7102,shp-46-02,1,1
2425070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3407,shp-30-05,1,1
2603020,6,3,"Ellsworth to BTC",,0,11702,shp-6-01,1,1
590020,23,3,"Plymouth to Plymouth Rd P&R",,1,1802,shp-23-60,1,1
3181010,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,10001,shp-47-02,1,1
4233010,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,10101,shp-43-51,1,1
2225020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12202,shp-65-53,1,1
2049020,46,3,"Huron Paint Creek to Huron River + Textile",,1,7302,shp-46-02,1,1
2263020,31,3,"Dexter Ave to Blake Transit Ctr",,0,602,shp-31-04,1,1
2457070,4,1,"Washtenaw to BTC",,0,5407,shp-4-06,1,1
4093020,68,3,"Harris - Ford to Holmes & Ridge",,0,8002,shp-68-51,1,1
1322070,28,1,"28 Pauline to BTC",,0,3007,shp-28-10,1,1
1518020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10802,shp-66-51,1,1
2612010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8701,shp-46-02,1,1
334020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8002,shp-47-02,1,1
2265010,5,2,"B Packard to BTC",,0,10301,shp-5-02,1,1
3299070,45,1,"Grove to Harry & Grove",,1,9607,shp-45-03,1,1
3279070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13507,shp-66-58,1,1
1721070,26,1,"Scio Church to Scio Ridge",,1,4807,shp-26-02,1,1
3528070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9707,shp-5-07,1,1
3744020,4,3,"Washtenaw to YTC",,1,5202,shp-4-55,1,1
3942070,4,1,"Washtenaw to BTC",,0,5407,shp-4-06,1,1
777020,6,3,"Ellsworth to Blake Transit Ctr",,0,11602,shp-6-11,1,1
2092070,26,1,"Scio Church to BTC",,0,4907,shp-26-01,1,1
3107070,27,1,"W. Stadium - Oak Valley to Meijer",,1,3107,shp-27-52,1,1
842020,29,3,"Liberty to Blake Transit Ctr",,0,902,shp-29-01,1,1
3393010,44,2,"44 Ecorse Tyler to West Willow",,1,8301,shp-44-02,1,1
2712020,34,3,"Maple - Dexter to Blake Transit Ctr",,0,5002,shp-34-01,1,1
891020,45,3,"Grove to Ypsilanti Transit Ctr",,0,6902,shp-45-51,1,1
455020,23,3,"Plymouth to Plymouth Rd P&R",,1,2402,shp-23-60,1,1
3867070,5,1,"A Packard to BTC",,0,9707,shp-5-01,1,1
119020,63,3,"U-M - Pontiac to Food Gatherers",,1,13102,shp-63-51,1,1
549070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4407,shp-32-55,1,1
2948020,47,3,"47 Harriet Michigan to YTC",,0,8002,shp-47-51,1,1
740010,44,2,"44 Ecorse Tyler to West Willow",,1,8501,shp-44-02,1,1
2871020,64,3,"Geddes - E. Stadium to Pioneer High School P&R ",,1,13302,shp-64-53,1,1
1419020,32,3,"Miller - Maple to Blake Transit Ctr",,0,602,shp-32-07,1,1
2651010,23,2,"Plymouth to Green Rd P&R",,1,3401,shp-23-61,1,1
1619020,28,3,"Pauline to Maple & Pennsylvania",,1,1602,shp-28-12,1,1
2654010,27,2,"W. Stadium - Oak Valley to Meijer",,1,2901,shp-27-52,1,1
4237010,44,2,"44 Ecorse Tyler to West Willow",,1,8301,shp-44-02,1,1
997020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,102,shp-104-02,1,1
1852010,31,2,"Dexter Ave to Jackson & Wagnor",,1,11301,shp-31-51,1,1
2545070,23,1,"Plymouth to Green Rd P&R",,1,3607,shp-23-61,1,1
2861070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11307,shp-6-51,1,1
281070,25,1,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3107,shp-25-52,1,1
3428010,28,2,"Pauline to Maple & Pennsylvania",,1,3201,shp-28-12,1,1
3717020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7902,shp-45-51,1,1
1387020,44,3,"44 Ecorse Tyler to YTC",,0,7202,shp-44-52,1,1
2130070,42,1,"Forest - MacArthur to MacArthur & Harris",,1,9307,shp-42-03,1,1
3659010,5,2,"B Packard to BTC",,0,10301,shp-5-02,1,1
2100020,62,3,"62 UM State to CCTC",,1,12502,shp-62-06,1,1
2962010,47,2,"47 Harriet Michigan to YTC",,0,10101,shp-47-51,1,1
445010,31,2,"Dexter Ave to Jackson & Wagnor",,1,11301,shp-31-51,1,1
788020,67,3,"EISENHOWER-GOLFSIDE TO WCC",,1,11502,shp-67-04,1,1
2424020,28,3,"28 Pauline to BTC",,0,2102,shp-28-10,1,1
3650010,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3001,shp-25-52,1,1
1480020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3502,shp-30-05,1,1
195070,23,1,"Plymouth to Green Rd P&R",,1,3407,shp-23-61,1,1
4088020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10302,shp-5-07,1,1
34010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8401,shp-46-02,1,1
1514070,26,1,"Scio Church to BTC",,0,4807,shp-26-01,1,1
1665020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2602,shp-27-52,1,1
84070,30,1,"Jackson Rd to BTC",,0,3607,shp-30-51,1,1
859070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,507,shp-22-04,1,1
4138070,3,1," Huron River to BTC",,0,4207,shp-3-03,1,1
1368020,23,3,"Plymouth to Blake Transit Ctr",,0,1802,shp-23-06,1,1
2602010,45,2,"Grove to Ypsilanti Transit Ctr",,0,8301,shp-45-51,1,1
4293010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
1851020,30,3,"Jackson Rd to BTC",,0,3702,shp-30-51,1,1
382070,29,1,"Liberty to Blake Transit Ctr",,0,4907,shp-29-01,1,1
2895070,6,1,"Ellsworth to BTC",,0,11207,shp-6-01,1,1
1900070,23,1,"Plymouth to Green Rd P&R",,1,3307,shp-23-61,1,1
4180020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10902,shp-66-51,1,1
1452010,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3001,shp-25-09,1,1
2178020,63,3,"U-M - Pontiac to Food Gatherers",,1,12802,shp-63-51,1,1
2017020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11802,shp-6-51,1,1
2352020,28,3,"Pauline to Maple & Pennsylvania",,1,1802,shp-28-12,1,1
941010,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,10101,shp-43-51,1,1
1713070,47,1,"47 Harriet Michigan to YTC",,0,8007,shp-47-51,1,1
463020,34,3,"Maple - Dexter to Blake Transit Ctr",,0,5102,shp-34-01,1,1
603010,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,8501,shp-42-52,1,1
273020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,7202,shp-42-03,1,1
1393010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8301,shp-42-03,1,1
3097020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3702,shp-30-05,1,1
542010,22,2,"Pontiac - Dhu Varren to Pierpont Commons",,1,401,shp-22-04,1,1
1293010,47,2,"47 Harriet Michigan to YTC",,0,10001,shp-47-51,1,1
2010020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10502,shp-66-51,1,1
2788020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3602,shp-30-05,1,1
3599070,47,1,"47 Harriet Michigan to YTC",,0,8107,shp-47-51,1,1
1029070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4507,shp-31-04,1,1
2195020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10902,shp-5-07,1,1
2940020,64,3,"Geddes - E. Stadium to Pioneer High School P&R ",,1,12802,shp-64-53,1,1
1660070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8107,shp-43-51,1,1
2455020,6,3,"Ellsworth to Briarwood mall",,1,11102,shp-6-64,1,1
117070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3007,shp-27-04,1,1
581020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7202,shp-42-52,1,1
491020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8002,shp-43-02,1,1
4294010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10001,shp-43-02,1,1
3473020,23,3,"Plymouth to Plymouth Rd P&R",,1,1502,shp-23-60,1,1
1732010,26,2,"Scio Church to Scio Ridge",,1,10501,shp-26-02,1,1
1656020,3,3," Huron River to YTC",,1,7702,shp-3-53,1,1
2661010,28,2,"28 Pauline to BTC",,0,3201,shp-28-10,1,1
