trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
80010,28,2,"Pauline to Maple & Pennsylvania",,1,3001,shp-28-12,1,1
3948070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8007,shp-43-51,1,1
2002020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8202,shp-43-51,1,1
4008020,64,3,"Geddes - E. Stadium to Central Campus Transit Ctr",,0,12802,shp-64-02,1,1
778020,3,3," Huron River to BTC",,0,7502,shp-3-03,1,1
837020,68,3,"Harris -Ford to Gault Village",,1,8002,shp-68-03,1,1
2254020,5,3,"A Packard to BTC",,0,10602,shp-5-01,1,1
890070,28,1,"28 Pauline to BTC",,0,3007,shp-28-10,1,1
3534020,62,3,"U-M - State St to Wolverine Tower",,0,12402,shp-62-54,1,1
2024070,44,1,"44 Ecorse Tyler to YTC",,0,9407,shp-44-52,1,1
1915020,4,3,"Washtenaw to YTC",,1,5602,shp-4-55,1,1
4025020,5,3,"A Packard to BTC",,0,11002,shp-5-01,1,1
1715020,28,3,"28 Pauline to BTC",,0,2402,shp-28-10,1,1
648020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3802,shp-30-05,1,1
3316020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7302,shp-45-51,1,1
2845070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13407,shp-66-08,1,1
2771020,104,3,"WASHTENAW EXPRESS TO YPSILANTI CENTER",,1,302,shp-104-52,1,1
3949010,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2901,shp-25-09,1,1
1371070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9807,shp-5-07,1,1
3422020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11702,shp-6-51,1,1
688070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13407,shp-66-08,1,1
2817070,46,1,"Paint Creek to Ypsilanti Transit Ctr",,0,9307,shp-46-51,1,1
1624020,23,3,"Plymouth to Plymouth Rd P&R",,1,2202,shp-23-60,1,1
1698070,23,1,"Plymouth to Green Rd P&R",,1,3307,shp-23-61,1,1
3539070,6,1,"Ellsworth to BTC",,0,11307,shp-6-01,1,1
3462070,30,1,"Jackson Rd to BTC",,0,3507,shp-30-51,1,1
1004010,44,2,"44 Ecorse Tyler to West Willow",,1,8401,shp-44-02,1,1
3803010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10101,shp-43-02,1,1
76010,45,2,"Grove to Harry & Grove",,1,8601,shp-45-03,1,1
2278070,67,1,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,13607,shp-67-02,1,1
943020,23,3,"Plymouth to Blake Transit Ctr",,0,2802,shp-23-06,1,1
3589020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7002,shp-42-52,1,1
3693070,30,1,"Jackson Rd to Meijer: Jackson Rd",,1,3607,shp-30-05,1,1
641020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,302,shp-104-02,1,1
4254070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9407,shp-46-02,1,1
3603020,61,3,"U-M Miller to Miller Rd P+R",,1,12302,shp-61-51,1,1
1894010,23,2,"Plymouth to Blake Transit Ctr",,0,3501,shp-23-08,1,1
250020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3402,shp-22-04,1,1
2502020,44,3,"44 Ecorse Tyler to West Willow",,1,7302,shp-44-02,1,1
2828010,3,2," Huron River to BTC",,0,9001,shp-3-03,1,1
3892020,62,3,"U-M - State St to Wolverine Tower",,0,12602,shp-62-54,1,1
377020,62,3,"U-M - State St to Wolverine Tower",,0,12502,shp-62-54,1,1
2978070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13507,shp-66-08,1,1
2414020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3302,shp-22-04,1,1
4145020,4,3,"Washtenaw to YTC",,1,6602,shp-4-55,1,1
215020,68,3,"Harris -Ford to Gault Village",,1,8202,shp-68-03,1,1
370020,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2702,shp-25-52,1,1
1334070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,507,shp-22-04,1,1
4021020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2602,shp-27-04,1,1
533010,67,2,"EISENHOWER-GOLFSIDE TO WCC",,1,13801,shp-67-04,1,1
4159010,3,2," Huron River to YTC",,1,9001,shp-3-53,1,1
487070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9407,shp-46-02,1,1
1203070,26,1,"Scio Church to BTC",,0,4807,shp-26-01,1,1
638010,23,2,"Plymouth to Blake Transit Ctr",,0,3601,shp-23-08,1,1
2675020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,6902,shp-46-51,1,1
386070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9907,shp-5-07,1,1
4158070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9407,shp-46-02,1,1
1497020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12002,shp-61-02,1,1
1566020,44,3,"44 Ecorse Tyler to West Willow",,1,7302,shp-44-02,1,1
2900010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3201,shp-27-04,1,1
1511020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12302,shp-65-53,1,1
953020,31,3,"Dexter Ave to Blake Transit Ctr",,0,1302,shp-31-04,1,1
3095070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13407,shp-66-58,1,1
1478070,26,1,"Scio Church to Scio Ridge",,1,4807,shp-26-02,1,1
2564070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11107,shp-6-51,1,1
44010,43,2,"E Michigan Ave to Holmes & Ridge",,1,10101,shp-43-02,1,1
1786010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
659020,30,3,"Jackson Rd to BTC",,0,3302,shp-30-51,1,1
783070,28,1,"28 Pauline to BTC",,0,3107,shp-28-10,1,1
2889020,5,3,"B Packard to BTC",,0,11002,shp-5-02,1,1
3061010,31,2,"Dexter Ave to Blake Transit Ctr",,0,11201,shp-31-04,1,1
2036020,31,3,"Dexter Ave to Jackson & Wagnor",,1,702,shp-31-51,1,1
3353010,23,2,"Plymouth to Green Rd P&R",,1,3401,shp-23-61,1,1
2159070,3,1," Huron River to YTC",,1,4307,shp-3-53,1,1
3301020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10602,shp-66-51,1,1
2851020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8102,shp-43-02,1,1
3798010,46,2,"Paint Creek to Ypsilanti Transit Ctr",,0,8601,shp-46-51,1,1
3159020,30,3,"Jackson Rd to BTC",,0,3502,shp-30-51,1,1
3207020,44,3,"44 Ecorse Tyler to West Willow",,1,7302,shp-44-02,1,1
2061010,44,2,"44 Ecorse Tyler to West Willow",,1,8301,shp-44-02,1,1
470020,62,3,"U-M - State St to Wolverine Tower",,0,12702,shp-62-54,1,1
980010,30,2,"Jackson Rd to Meijer: Jackson Rd",,1,3501,shp-30-05,1,1
993020,46,3,"Paint Creek to Ypsilanti Transit Ctr",,0,7002,shp-46-51,1,1
3335020,30,3,"Jackson Rd to BTC",,0,3902,shp-30-51,1,1
1887070,47,1,"47 Harriet Michigan to YTC",,0,8107,shp-47-51,1,1
3669020,26,3,"Scio Church to Scio Ridge",,1,1202,shp-26-02,1,1
4222020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10702,shp-5-07,1,1
3271020,6,3,"Ellsworth to Blake Transit Ctr",,0,11402,shp-6-11,1,1
3711020,33,3,"Newport to Warrington & Newport",,1,3602,shp-33-51,1,1
1434020,68,3,"Harris -Ford to Gault Village",,1,8202,shp-68-03,1,1
663070,28,1,"28 Pauline to BTC",,0,3007,shp-28-10,1,1
1824020,45,3,"Grove to Ypsilanti Transit Ctr",,0,7102,shp-45-51,1,1
462020,61,3,"U-M Miller to Central Campus Transit Ctr",,0,12102,shp-61-02,1,1
3679020,47,3,"47 Harriet Michigan to YTC",,0,8002,shp-47-51,1,1
1431070,42,1,"Forest - MacArthur to MacArthur & Harris",,1,9407,shp-42-03,1,1
2838020,47,3,"47 Harriet Michigan to YTC",,0,8102,shp-47-51,1,1
1175020,104,3,"WASHTENAW EXPRESS TO BLAKE TRANSIT CENTER",,0,102,shp-104-02,1,1
2357020,33,3,"Newport to Warrington & Newport",,1,3302,shp-33-51,1,1
3198070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8107,shp-47-02,1,1
1926020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7902,shp-42-52,1,1
1598010,27,2,"W. Stadium - Oak Valley to Meijer",,1,2901,shp-27-52,1,1
1769020,67,3,"EISENHOWER-GOLFSIDE TO WCC",,1,11502,shp-67-04,1,1
3208020,5,3,"B Packard to BTC",,0,10502,shp-5-02,1,1
3856070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13407,shp-66-58,1,1
1113070,5,1,"A Packard to BTC",,0,9707,shp-5-01,1,1
352070,3,1," Huron River to YTC",,1,4207,shp-3-53,1,1
1651020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7102,shp-42-52,1,1
3786070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3007,shp-27-04,1,1
1285020,66,3,"Carpenter - Huron Pkwy to Green Rd P&R",,1,10902,shp-66-10,1,1
46020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2702,shp-25-09,1,1
1938020,4,3,"Washtenaw to BTC",,0,5702,shp-4-06,1,1
2460020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11802,shp-6-51,1,1
2063020,28,3,"28 Pauline to BTC",,0,1902,shp-28-10,1,1
2542010,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,10001,shp-47-02,1,1
628020,62,3,"U-M - State St to Wolverine Tower",,0,12502,shp-62-54,1,1
1364010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4501,shp-32-55,1,1
3480010,26,2,"Scio Church to Scio Ridge",,1,10301,shp-26-02,1,1
2774010,28,2,"28 Pauline to BTC",,0,3201,shp-28-10,1,1
771070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4407,shp-32-06,1,1
3708070,26,1,"Scio Church to BTC",,0,4807,shp-26-01,1,1
2688010,47,2,"47 Harriet Michigan to YTC",,0,10001,shp-47-51,1,1
3138070,67,1,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,13807,shp-67-03,1,1
2150020,25,3,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,2602,shp-25-09,1,1
1338020,23,3,"Plymouth to Plymouth Rd P&R",,1,1502,shp-23-60,1,1
2209020,3,3," Huron River to BTC",,0,7602,shp-3-03,1,1
2529070,6,1,"Ellsworth to Ypsilanti Transit Center",,1,11407,shp-6-51,1,1
2316070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8107,shp-47-02,1,1
3379070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
1119020,26,3,"Scio Church to BTC",,0,902,shp-26-01,1,1
4227010,42,2,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,8301,shp-42-52,1,1
1760070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,507,shp-22-04,1,1
5020,3,3," Huron River to BTC",,0,7602,shp-3-03,1,1
578020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11302,shp-6-51,1,1
1213010,3,2," Huron River to YTC",,1,8801,shp-3-53,1,1
247010,22,2,"Pontiac - Dhu Varren to BTC",,0,401,shp-22-01,1,1
3074020,25,3,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2602,shp-25-52,1,1
1687070,42,1,"Forest - MacArthur to MacArthur & Harris",,1,9407,shp-42-03,1,1
3748070,26,1,"Scio Church to Scio Ridge",,1,4407,shp-26-02,1,1
4223070,26,1,"Scio Church to Scio Ridge",,1,4907,shp-26-02,1,1
2053070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9807,shp-5-07,1,1
3546020,61,3,"U-M Miller to Miller Rd P+R",,1,12202,shp-61-51,1,1
1020020,29,3,"Liberty to Scio Ridge",,1,902,shp-29-51,1,1
1006020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,802,shp-32-55,1,1
4009010,28,2,"28 Pauline to BTC",,0,3101,shp-28-10,1,1
211070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4607,shp-32-06,1,1
3668020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,1102,shp-32-55,1,1
2679020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2702,shp-27-52,1,1
3261070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13507,shp-66-58,1,1
1466010,30,2,"Jackson Rd to Meijer: Jackson Rd",,1,3401,shp-30-05,1,1
1741010,26,2,"Scio Church to Scio Ridge",,1,10401,shp-26-02,1,1
991010,26,2,"Scio Church to BTC",,0,10201,shp-26-01,1,1
2674010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8501,shp-42-03,1,1
2313010,5,2,"Packard to Meijer: Carpenter Rd",,1,10301,shp-5-08,1,1
2875020,23,3,"Plymouth to Green Rd P&R",,1,2202,shp-23-59,1,1
4040010,25,2,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3001,shp-25-09,1,1
3067010,44,2,"44 Ecorse Tyler to West Willow",,1,8701,shp-44-02,1,1
4279020,33,3,"Newport to Blake Transit Ctr",,0,3602,shp-33-01,1,1
4249020,62,3,"U-M - State St to Central Campus Transit Ctr",,1,12402,shp-62-07,1,1
2297010,4,2,"Washtenaw to BTC",,0,5401,shp-4-06,1,1
2957020,4,3,"Washtenaw to BTC",,0,5202,shp-4-06,1,1
2820020,23,3,"Plymouth to Blake Transit Ctr",,0,1502,shp-23-06,1,1
3985020,28,3,"Pauline to Maple & Pennsylvania",,1,1902,shp-28-12,1,1
2337010,67,2,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13601,shp-67-05,1,1
691010,46,2,"Huron Paint Creek to Huron River + Textile",,1,8501,shp-46-02,1,1
3308020,23,3,"Plymouth to Blake Transit Ctr",,0,1702,shp-23-06,1,1
3378020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8102,shp-47-02,1,1
3427070,25,1,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3107,shp-25-52,1,1
1914020,62,3,"U-M - State St to Wolverine Tower",,0,12502,shp-62-54,1,1
1432010,6,2,"Ellsworth to BTC",,0,11501,shp-6-01,1,1
785070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
1664070,32,1,"Miller - Maple to Blake Transit Ctr",,0,4607,shp-32-06,1,1
161020,23,3,"Plymouth to Blake Transit Ctr",,0,2202,shp-23-06,1,1
2348010,25,2,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2901,shp-25-52,1,1
632020,26,3,"Scio Church to BTC",,0,1102,shp-26-01,1,1
1982010,47,2,"47 Harriet Michigan to YTC",,0,10101,shp-47-51,1,1
1350070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4407,shp-31-04,1,1
2671020,4,3,"Washtenaw to BTC",,0,5502,shp-4-06,1,1
348020,68,3,"Harris - Ford to Holmes & Ridge",,0,8002,shp-68-51,1,1
1883070,26,1,"Scio Church to BTC",,0,4407,shp-26-01,1,1
257070,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,9407,shp-42-52,1,1
1901020,66,3,"Carpenter - Huron Pkwy to Green Rd P&R",,1,10402,shp-66-10,1,1
3828070,30,1,"Jackson Rd to BTC",,0,3407,shp-30-51,1,1
3860020,67,3,"EISENHOWER-GOLFSIDE TO BRIARWOOD MALL",,0,11602,shp-67-02,1,1
150070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2907,shp-27-04,1,1
2237020,22,3,"Pontiac - Dhu Varren to BTC",,0,3402,shp-22-01,1,1
2750010,26,2,"Scio Church to BTC",,0,10301,shp-26-01,1,1
3857070,67,1,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13607,shp-67-05,1,1
1280020,31,3,"Dexter Ave to Jackson & Wagnor",,1,602,shp-31-51,1,1
1476010,3,2," Huron River to BTC",,0,9001,shp-3-03,1,1
521070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9707,shp-5-07,1,1
3698020,22,3,"Pontiac - Dhu Varren to BTC",,0,3402,shp-22-01,1,1
2998020,64,3,"Geddes - E. Stadium to Pioneer High School P&R ",,1,12902,shp-64-53,1,1
1347020,32,3,"Miller - Maple to Pennsylvania & Maple",,1,702,shp-32-55,1,1
2550010,45,2,"Grove to Harry & Grove",,1,8501,shp-45-03,1,1
3203020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8202,shp-47-02,1,1
3192020,42,3,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,7002,shp-42-52,1,1
2585010,30,2,"Jackson Rd to BTC",,0,3501,shp-30-51,1,1
274010,22,2,"Pontiac - Dhu Varren to Pierpont Commons",,1,401,shp-22-04,1,1
1453020,4,3,"Washtenaw to YTC",,1,6802,shp-4-55,1,1
2197020,46,3,"Huron-Paint Creek to Ypsilanti Transit Ctr",,0,7102,shp-46-56,1,1
637020,23,3,"Plymouth to Blake Transit Ctr",,0,2102,shp-23-06,1,1
758020,3,3," Huron River to BTC",,0,7702,shp-3-03,1,1
4283020,28,3,"28 Pauline to BTC",,0,2002,shp-28-10,1,1
3586070,29,1,"Liberty to Blake Transit Ctr",,0,4807,shp-29-01,1,1
1919020,23,3,"Plymouth to Blake Transit Ctr",,0,1702,shp-23-06,1,1
1025070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8107,shp-43-51,1,1
2007020,6,3,"Ellsworth to Briarwood mall",,1,11902,shp-6-64,1,1
1074020,47,3,"47 Harriet Michigan to YTC",,0,8202,shp-47-51,1,1
1110020,29,3,"Liberty to Blake Transit Ctr",,0,1002,shp-29-01,1,1
1501070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13407,shp-66-58,1,1
4210010,28,2,"Pauline to Maple & Pennsylvania",,1,3001,shp-28-12,1,1
3682010,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,10101,shp-43-51,1,1
1243020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8002,shp-43-51,1,1
4255020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12302,shp-65-53,1,1
4097020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3402,shp-22-04,1,1
815070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13407,shp-66-58,1,1
3239070,26,1,"Scio Church to Scio Ridge",,1,4407,shp-26-02,1,1
3906020,4,3,"Washtenaw to BTC",,0,6002,shp-4-06,1,1
1927070,23,1,"Plymouth to Blake Transit Ctr",,0,3607,shp-23-08,1,1
3516020,44,3,"44 Ecorse Tyler to West Willow",,1,7002,shp-44-02,1,1
1076020,23,3,"Plymouth to Plymouth Rd P&R",,1,1802,shp-23-60,1,1
1921020,33,3,"Newport to Warrington & Newport",,1,3402,shp-33-51,1,1
2580010,42,2,"Forest - MacArthur to MacArthur & Harris",,1,8701,shp-42-03,1,1
474020,62,3,"62 UM State to CCTC",,1,12402,shp-62-06,1,1
3581070,25,1,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,2907,shp-25-52,1,1
2433070,43,1,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8007,shp-43-51,1,1
413070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13507,shp-66-58,1,1
2700070,46,1,"Huron Paint Creek to Huron River + Textile",,1,9607,shp-46-02,1,1
2863070,25,1,"Ann Arbor - Saline Rd to Meijer: AA - Saline Rd",,1,3107,shp-25-52,1,1
226020,62,3,"U-M - State St to Wolverine Tower",,0,12602,shp-62-54,1,1
2442070,4,1,"Washtenaw to BTC",,0,5207,shp-4-06,1,1
2114020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,7002,shp-42-03,1,1
1451070,29,1,"Liberty to Blake Transit Ctr",,0,4807,shp-29-01,1,1
178070,31,1,"Dexter Ave to Blake Transit Ctr",,0,4607,shp-31-04,1,1
854020,34,3,"Maple - Dexter to Miller Rd P&R",,1,5002,shp-34-51,1,1
2435020,34,3,"Maple - Dexter to Blake Transit Ctr",,0,5002,shp-34-01,1,1
2777020,28,3,"28 Pauline to BTC",,0,1802,shp-28-10,1,1
256070,47,1,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8007,shp-47-02,1,1
2333020,42,3,"Forest - MacArthur to MacArthur & Harris",,1,6902,shp-42-03,1,1
1542010,32,2,"Miller - Maple to Pennsylvania & Maple",,1,4401,shp-32-55,1,1
2423010,45,2,"Grove to Harry & Grove",,1,8401,shp-45-03,1,1
1622010,27,2,"W. Stadium - Oak Valley to Meijer",,1,3201,shp-27-52,1,1
2946070,47,1,"47 Harriet Michigan to YTC",,0,8107,shp-47-51,1,1
4027020,4,3,"Washtenaw to YTC",,1,6402,shp-4-55,1,1
1802020,27,3,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2602,shp-27-04,1,1
673070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3007,shp-27-04,1,1
4230020,62,3,"U-M - State to Central Campus Transit Ctr",,1,12402,shp-62-08,1,1
159020,43,3,"E Michigan Ave to Holmes & Ridge",,1,8102,shp-43-02,1,1
3214070,47,1,"47 Harriet Michigan to YTC",,0,8107,shp-47-51,1,1
2715010,4,2,"Washtenaw to YTC",,1,5201,shp-4-55,1,1
3362010,6,2,"Ellsworth to BTC",,0,11201,shp-6-01,1,1
1278010,5,2,"B Packard to BTC",,0,10401,shp-5-02,1,1
3851070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13507,shp-66-08,1,1
3090020,22,3,"Pontiac - Dhu Varren to Pierpont Commons",,1,3302,shp-22-04,1,1
1579010,47,2,"47 Harriet Michigan to Hewistt & Ellsworth",,1,10101,shp-47-02,1,1
2069010,43,2,"E Michigan Ave to Ypsilanti Transit Ctr",,0,10001,shp-43-51,1,1
1351010,23,2,"Plymouth to Green Rd P&R",,1,3501,shp-23-61,1,1
2742070,67,1,"EISENHOWER-GOLFSIDE TO TRINITY HEALTH AA",,1,13607,shp-67-05,1,1
482020,6,3,"Ellsworth to BTC",,0,11802,shp-6-01,1,1
1811070,44,1,"44 Ecorse Tyler to YTC",,0,9207,shp-44-52,1,1
2516010,4,2,"Washtenaw to YTC",,1,5301,shp-4-55,1,1
4004010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3001,shp-27-04,1,1
4164020,5,3,"Packard to Ypsilanti Transit Ctr",,1,10502,shp-5-07,1,1
3968020,23,3,"Plymouth to Blake Transit Ctr",,0,2002,shp-23-06,1,1
2236010,26,2,"Scio Church to BTC",,0,10201,shp-26-01,1,1
2549020,5,3,"B Packard to BTC",,0,10502,shp-5-02,1,1
2873070,66,1,"Carpenter - Huron Pkwy to Pierpont Commons",,1,13407,shp-66-08,1,1
3351020,5,3,"A Packard to BTC",,0,10802,shp-5-01,1,1
3903010,26,2,"Scio Church to BTC",,0,10201,shp-26-01,1,1
3127070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4607,shp-32-55,1,1
2706010,3,2," Huron River to BTC",,0,8901,shp-3-03,1,1
1607070,3,1," Huron River to YTC",,1,4207,shp-3-53,1,1
4188070,5,1,"A Packard to BTC",,0,9907,shp-5-01,1,1
1720020,6,3,"Ellsworth to Ypsilanti Transit Center",,1,11702,shp-6-51,1,1
2973070,26,1,"Scio Church to BTC",,0,4707,shp-26-01,1,1
1017070,25,1,"Ann Arbor - Saline Rd to Blake Transit Ctr",,0,3007,shp-25-09,1,1
3547020,4,3,"Washtenaw to BTC",,0,5802,shp-4-06,1,1
415010,26,2,"Scio Church to BTC",,0,10301,shp-26-01,1,1
1149070,23,1,"Plymouth to Blake Transit Ctr",,0,3307,shp-23-08,1,1
677020,45,3,"Grove to Harry & Grove",,1,7302,shp-45-03,1,1
1229010,27,2,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,2901,shp-27-04,1,1
1171020,68,3,"Harris -Ford to Gault Village",,1,8002,shp-68-03,1,1
1683010,3,2," Huron River to YTC",,1,8801,shp-3-53,1,1
3557070,42,1,"Forest - MacArthur to Ypsilanti Transit Ctr",,0,9307,shp-42-52,1,1
3661020,65,3,"U-M - Downtown - Green to Glacier Hills",,1,12302,shp-65-53,1,1
4068070,6,1,"Ellsworth to BTC",,0,11207,shp-6-01,1,1
3805070,44,1,"44 Ecorse Tyler to YTC",,0,9307,shp-44-52,1,1
548010,32,2,"Miller - Maple to Blake Transit Ctr",,0,4401,shp-32-06,1,1
3226020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8202,shp-43-51,1,1
2115020,6,3,"Ellsworth to BTC",,0,11802,shp-6-01,1,1
584020,5,3,"B Packard to BTC",,0,10202,shp-5-02,1,1
1787010,28,2,"Pauline to Maple & Pennsylvania",,1,3101,shp-28-12,1,1
787020,30,3,"Jackson Rd to Meijer: Jackson Rd",,1,3602,shp-30-05,1,1
2374070,23,1,"Plymouth to Green Rd P&R",,1,3307,shp-23-61,1,1
2658010,44,2,"44 Ecorse Tyler to West Willow",,1,8501,shp-44-02,1,1
1135070,27,1,"W. Stadium - Oak Valley to Blake Transit Ctr",,0,3207,shp-27-04,1,1
3396020,4,3,"Washtenaw to BTC",,0,5302,shp-4-06,1,1
175010,4,2,"Washtenaw to BTC",,0,5301,shp-4-06,1,1
3560020,63,3,"U-M - Pontiac to Food Gatherers",,1,13102,shp-63-51,1,1
2257070,5,1,"Packard to Ypsilanti Transit Ctr",,1,9707,shp-5-07,1,1
883020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8102,shp-47-02,1,1
1230070,3,1," Huron River to BTC",,0,4207,shp-3-03,1,1
3676020,47,3,"47 Harriet Michigan to Hewistt & Ellsworth",,1,8102,shp-47-02,1,1
951010,3,2," Huron River to YTC",,1,9001,shp-3-53,1,1
2720020,22,3,"Pontiac - Dhu Varren to BTC",,0,3602,shp-22-01,1,1
3848070,22,1,"Pontiac - Dhu Varren to Pierpont Commons",,1,407,shp-22-04,1,1
1028070,44,1,"44 Ecorse Tyler to West Willow",,1,9307,shp-44-02,1,1
2262020,4,3,"Washtenaw to YTC",,1,6102,shp-4-55,1,1
318010,26,2,"Scio Church to Scio Ridge",,1,10301,shp-26-02,1,1
453070,28,1,"Pauline to Maple & Pennsylvania",,1,3207,shp-28-12,1,1
3775020,66,3,"Carpenter - Huron Pkwy to Green Rd P&R",,1,10802,shp-66-10,1,1
2968020,27,3,"W. Stadium - Oak Valley to Meijer",,1,2502,shp-27-52,1,1
3978020,4,3,"Washtenaw to YTC",,1,5602,shp-4-55,1,1
1666020,66,3,"Carpenter - Huron Pkwy to Meijer",,0,10502,shp-66-51,1,1
1630020,43,3,"E Michigan Ave to Ypsilanti Transit Ctr",,0,8202,shp-43-51,1,1
871070,32,1,"Miller - Maple to Pennsylvania & Maple",,1,4507,shp-32-55,1,1
2406010,46,2,"Paint Creek to Ypsilanti Transit Ctr",,0,8601,shp-46-51,1,1
1355070,66,1,"Carpenter - Huron Pkwy to Meijer Carpenter Rd",,0,13507,shp-66-58,1,1
4095070,4,1,"Washtenaw to YTC",,1,5207,shp-4-55,1,1
