OID_,Id,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,loc_type,parent_sta,timezone,wheelchair,count,coord_x,coord_y,dist_ctr
13,0,15,1018,Harry + Heatherridge, ,42.225042999999999,-83.572835999999995, , , , , ,1,1,287669.548000000417233,4677967.047299999743700,14477.687347374801902
14,0,16,1019,Harry + Grove, ,42.221552000000003,-83.572676999999999, , , , , ,2,1,287670.965400000102818,4677578.995899999514222,14656.414448485571484
15,0,17,1034,Michigan + Grove, ,42.241199000000002,-83.604208000000000, , , , , ,1,1,285135.155700000002980,4679839.751599999144673,11386.604693191842671
16,0,18,1035,Michigan + Lincoln, ,42.241177000000000,-83.607073999999997, , , , , ,2,1,284898.600200000219047,4679844.543400000780821,11168.605183300751378
17,0,19,1036,Michigan + River, ,42.241146000000001,-83.609476999999998, , , , , ,1,1,284700.217199999839067,4679847.173100000247359,10986.957227336852156
18,0,20,1051,Ecorse + Harris, ,42.235070999999998,-83.583591999999996, , , , , ,1,1,286815.590300000272691,4679107.464299999177456,13219.648045348787491
19,0,21,1052,Ecorse + Glenwood, ,42.235162000000003,-83.587590000000006, , , , , ,1,1,286485.980999999679625,4679127.583599999547005,12910.388167502294891
20,0,22,1053,Ecorse + Redwood, ,42.235263000000003,-83.590507000000002, , , , , ,1,1,286245.610600000247359,4679146.115399999544024,12683.914257025397092
21,0,23,1054,Ecorse + Davis, ,42.236302999999999,-83.596637999999999, , , , , ,1,1,285743.200199999846518,4679277.006300000473857,12173.022366141920429
22,0,24,1067,MacArthur + Clark, ,42.261467000000003,-83.594069000000005, , , , , ,2,1,286040.311099999584258,4682064.877299999818206,11568.738211357262117
23,0,25,1068,MacArthur + Heather, ,42.263862000000003,-83.592751000000007, , , , , ,2,1,286157.127000000327826,4682327.518300000578165,11632.664183795835925
24,0,26,1070,MacArthur + Deering, ,42.267102000000001,-83.588686999999993, , , , , ,2,1,286503.277300000190735,4682677.103199999779463,11916.690037009688240
25,0,27,1075,Wiard + Bazley, ,42.266348000000001,-83.573723000000001, , , , , ,2,1,287734.953700000420213,4682555.952899999916553,13152.908912297409188
26,0,28,1097,Chidester + Catherine, ,42.235885000000003,-83.610714000000002, , , , , ,1,1,284580.242499999701977,4679266.094699999317527,11135.596107792951443
27,0,30,1099,W - Hamilton  south of Harriet, ,42.233248000000003,-83.617525999999998, , , , , ,2,1,284009.121700000017881,4678990.521199999377131,10769.686670097960814
28,0,31,1100,Perry  + Harriet, ,42.233049000000001,-83.619412999999994, , , , , ,2,1,283852.721499999985099,4678973.210000000894070,10643.909784149172992
29,0,32,1101,Monroe + Hawkins, ,42.231172000000001,-83.620282000000003, , , , , ,2,1,283774.597500000149012,4678766.984600000083447,10684.881686319769869
30,0,33,1102,Hawkins + Jefferson, ,42.229522000000003,-83.619685000000004, , , , , ,2,1,283818.230800000019372,4678582.245600000023842,10820.690548215703529
31,0,34,1103,Jefferson + First, ,42.228270999999999,-83.624520000000004, , , , , ,2,1,283414.929100000299513,4678455.610600000247359,10554.961889924004936
32,0,35,1104,E - First north of Armstrong, ,42.230890000000002,-83.625731000000002, , , , , ,1,1,283323.950000000186265,4678749.516400000080466,10315.255232491521383
33,0,36,1106,E - Hewitt north of Ellsworth, ,42.230831999999999,-83.644116999999994, , , , , ,1,1,281806.425099999643862,4678790.008899999782443,9062.334374611713429
34,0,37,1107,E - Hewitt south of Glory, ,42.233027000000000,-83.644992000000002, , , , , ,1,1,281741.782999999821186,4679035.994300000369549,8859.847253166119117
35,0,38,1108,Congress + Hewitt, ,42.236046999999999,-83.645375999999999, , , , , ,2,1,281720.508999999612570,4679372.334200000390410,8641.748443033346121
36,0,39,1109,S - Congress west of Merrill, ,42.236747999999999,-83.643258000000003, , , , , ,2,1,281897.700799999758601,4679444.750800000503659,8744.436534362446764
37,0,40,1110,S - Congress at Stevens, ,42.237965000000003,-83.639624999999995, , , , , ,2,1,282201.678700000047684,4679570.595499999821186,8926.534104975469745
38,0,41,1111,Congress + Mansfield, ,42.239269000000000,-83.635655000000000, , , , , ,2,1,282533.751500000245869,4679705.253399999812245,9136.318789568977081
39,0,42,1112,Congress + Wallace, ,42.240192999999998,-83.632795000000002, , , , , ,1,1,282772.916600000113249,4679800.560100000351667,9293.872977281416752
40,0,43,1113,Congress + Oakwood, ,42.240926000000002,-83.629090000000005, , , , , ,1,1,283081.143299999646842,4679872.512499999254942,9527.616399316544630
41,0,44,1114,Congress + Summit, ,42.240963000000001,-83.624401000000006, , , , , ,2,1,283468.173100000247359,4679864.688500000163913,9872.745541096064699
42,0,45,1115,Dexter + Archwood, ,42.287424999999999,-83.785950000000000, , , , , ,2,1,270307.073099999688566,4685447.545800000429153,4524.641950403383817
43,0,46,1116,N - Dexter east of Barber, ,42.289285000000000,-83.791107999999994, , , , , ,2,1,269888.554800000041723,4685668.031500000506639,4983.363809191060682
44,0,47,1117,Dexter + Landings, ,42.290349999999997,-83.794667000000004, , , , , ,2,1,269598.996899999678135,4685795.929099999368191,5295.822435100991243
45,0,48,1142,Main + Fieldcrest, ,42.251415999999999,-83.749628000000001, , , , , ,2,1,273172.762000000104308,4681351.455600000917912,3448.534851844176956
46,0,49,1144,Oakbrook +  Main, ,42.246316000000000,-83.749824000000004, , , , , ,2,1,273138.303100000135601,4680785.642599999904633,3976.115887210742130
47,0,50,1145,Oakbrook + Northbrook, ,42.245953999999998,-83.754272000000000, , , , , ,2,1,272770.013000000268221,4680757.304300000891089,4161.197907319351543
48,0,52,1147,Eisenhower + Waymarket, ,42.244618000000003,-83.756451999999996, , , , , ,2,1,272585.344999999739230,4680614.766599999740720,4374.638805901446176
49,0,53,1148,Northbrook + Eisenhower, ,42.245255000000000,-83.756388000000001, , , , , ,1,1,272592.915199999697506,4680685.332000000402331,4309.418056452220299
50,0,54,1150,Blake Transit Center, ,42.278399000000000,-83.747358000000006, , , , , ,1,1,273456.742999999783933,4684341.773800000548363,1263.646162369825788
51,0,55,1153,Glen + Catherine, ,42.283392999999997,-83.735561000000004, , , , , ,1,1,274447.406200000084937,4684865.001599999144673,507.549839830407564
52,0,56,1154,Fuller + Medical Center Dr, ,42.286464000000002,-83.731702999999996, , , , , ,2,1,274776.477500000037253,4685195.805900000035763,763.190959746310114
53,0,57,1155,Fuller + Maiden, ,42.286433000000002,-83.732901999999996, , , , , ,1,1,274677.504399999976158,4685195.537900000810623,761.620063315287553
54,0,58,1157,Main + Fieldcrest, ,42.252237999999998,-83.749598000000006, , , , , ,1,1,273178.184700000099838,4681442.655700000002980,3364.753182703412676
55,0,59,1159,Glazier Way + UM Day Care Cent, ,42.287762000000001,-83.706864999999993, , , , , ,2,1,276829.056300000287592,4685274.495500000193715,2272.849854275627877
56,0,60,1160,Glazier Way + Huron, ,42.287731000000001,-83.707021999999995, , , , , ,2,1,276816.001799999736249,4685271.464900000020862,2259.600045893397237
57,0,61,1163,Huron + Division, ,42.281399000000000,-83.744726000000000, , , , , ,1,1,273684.534900000318885,4684667.909900000318885,1058.374183837334158
58,0,62,1164,S - Huron east of 5th, ,42.281303999999999,-83.745536000000001, , , , , ,1,1,273617.401300000026822,4684659.515100000426173,1122.248332238312514
59,0,65,1169,Michigan + Lemay, ,42.247509000000001,-83.575092999999995, , , , , ,2,1,287558.688900000415742,4680467.398499999195337,13440.671245515064584
60,0,70,1196,Waters Rd. + Target drive, ,42.243093999999999,-83.769830999999996, , , , , ,1,1,271475.952399999834597,4680481.350500000640750,5112.233893095593885
61,0,71,1198,S - Michigan east of Ellsworth, ,42.232093999999996,-83.635919000000001, , , , , ,2,1,282487.311400000005960,4678909.180299999192357,9534.806581612834634
62,0,72,1199,Pauline + South Maple, ,42.265500000000003,-83.778694999999999, , , , , ,2,1,270825.777200000360608,4682993.283900000154972,4149.650355165488691
63,0,73,1200,Plaza + Briarwood Circle, ,42.242468000000002,-83.743819999999999, , , , , ,1,1,273619.905500000342727,4680342.358699999749660,4237.066005161427711
64,0,74,1201,Plaza + Briarwood Cir, ,42.242646000000001,-83.743516000000000, , , , , ,1,1,273645.625799999572337,4680361.316700000315905,4212.142249712162084
65,0,75,1202,S- Williams at Railroad Crossing, ,42.277939000000003,-83.750898000000007, , , , , ,2,1,273163.166500000283122,4684300.122600000351667,1559.621395151458501
66,0,76,1209,Washtenaw + McKenny, ,42.246155000000002,-83.627633000000003, , , , , ,1,1,283219.279699999839067,4680449.456499999389052,9390.084613904155049
67,0,77,1214,Huron  + Ingalls, ,42.281340000000000,-83.738596999999999, , , , , ,2,1,274189.726400000043213,4684645.075300000607967,567.557546600430669
68,0,78,1215,S - Huron  east of Ingalls, ,42.281216000000001,-83.738213999999999, , , , , ,1,1,274220.865799999795854,4684630.289200000464916,533.161179598173362
69,0,79,1216,Ann + Zina Pitcher, ,42.282276000000003,-83.733363999999995, , , , , ,1,1,274624.582600000314415,4684735.141200000420213,314.089950594014283
70,0,80,1217,Broadway + Maiden Ln, ,42.290230000000001,-83.738018999999994, , , , , ,2,1,274269.154400000348687,4685630.745600000023842,1276.899343084448219
71,0,81,1218,Plymouth Brookside Apts, ,42.294665999999999,-83.732951999999997, , , , , ,1,1,274702.747999999672174,4686109.916999999433756,1675.037207744872831
72,0,83,1221,Plymouth + Barton, ,42.296214999999997,-83.730819999999994, , , , , ,1,1,274884.038700000382960,4686276.284099999815226,1848.909605218825845
73,0,84,1222,Plymouth + Murfin, ,42.297826000000001,-83.720811999999995, , , , , ,1,1,275714.832999999634922,4686428.744699999690056,2229.580154071045854
74,0,85,1223,Plymouth + Murfin, ,42.298017000000002,-83.720923999999997, , , , , ,1,1,275706.278199999593198,4686450.249900000169873,2245.048836963565009
75,0,86,1224,Hamilton + Michigan, ,42.240229999999997,-83.617554999999996, , , , , ,1,1,284030.554600000381470,4679765.909299999475479,10418.400948451699151
76,0,87,1225,Hamilton St. + Catherine, ,42.237237000000000,-83.617498999999995, , , , , ,2,1,284024.961600000038743,4679433.410199999809265,10566.663630779070445
77,0,88,1237,Sunset + Pomona, ,42.297535000000003,-83.761519000000007, , , , , ,2,1,272357.926199999637902,4686504.562200000509620,3138.204795691552135
78,0,89,1243,Eisenhower + Signature, ,42.243704000000001,-83.752566999999999, , , , , ,2,1,272902.611700000241399,4680502.902100000530481,4330.444031953480589
79,0,90,1250,Michigan Ave. + Meadow Woods Blvd, ,42.232225000000000,-83.635954999999996, , , , , ,1,1,282484.790599999949336,4678923.819099999964237,9524.274311538340044
80,0,91,1276,Jackson + Wagner Rd, ,42.284920999999997,-83.798843000000005, , , , , ,1,1,269234.856599999591708,4685204.372199999168515,5535.826402329023040
81,0,92,1277,Green + Plymouth, ,42.305433999999998,-83.692941000000005, , , , , ,2,1,278039.238099999725819,4687200.478299999609590,4322.707520543365717
82,0,93,1278,Green Rd. + Midwest Credit Unio, ,42.308588999999998,-83.692722000000003, , , , , ,1,1,278068.381199999712408,4687550.258400000631809,4575.729430562014386
83,0,94,1279,Green + Post Office, ,42.310212000000000,-83.692772000000005, , , , , ,2,1,278069.965800000354648,4687730.617399999871850,4701.510872040938921
84,0,95,1280,Green + Burbank, ,42.312168000000000,-83.692794000000006, , , , , ,2,1,278075.029400000348687,4687947.881899999454618,4859.779629723504513
85,0,96,1281,Nixon + Bluett, ,42.309764000000001,-83.707604000000003, , , , , ,2,1,276845.886199999600649,4687719.679199999198318,3914.317431644675708
86,0,97,1285,Geddes + CCTC, ,42.278061999999998,-83.735280000000003, , , , , ,1,1,274451.549200000241399,4684272.267999999225140,311.287269615870230
87,0,98,1294,Jackson + Parklake, ,42.284115999999997,-83.792952000000000, , , , , ,1,1,269717.674100000411272,4685099.018400000408292,5043.189431863865138
88,0,99,1307,Wagner + Dexter, ,42.290742999999999,-83.799608000000006, , , , , ,2,1,269193.050099999643862,4685852.963800000026822,5703.004611833084709
89,0,100,1308,Dexter + Maple, ,42.285746000000003,-83.781120999999999, , , , , ,1,1,270699.145499999634922,4685248.072200000286102,4099.260540012053752
90,0,101,131,YTC - Stop 1, ,42.242316000000002,-83.614841999999996, , , , , ,1,1,284261.526200000196695,4679990.672499999403954,10528.553958126214638
91,0,102,1310,Bonisteel + Beal, ,42.290233999999998,-83.713825000000000, , , , , ,1,1,276263.943699999712408,4685567.281600000336766,1917.129887860798817
92,0,103,132,YTC - Stop 5, ,42.242300999999998,-83.615669999999994, , , , , ,1,1,284193.155799999833107,4679991.104699999094009,10466.429598362950856
93,0,105,1327,Golfside + Bynan, ,42.257756000000001,-83.661322999999996, , , , , ,1,1,280479.907999999821186,4681824.009700000286102,6326.819259408359358
94,0,106,1328,Golfside + Twin Lakes, ,42.252943000000002,-83.661180999999999, , , , , ,1,1,280474.917299999855459,4681289.181900000199676,6561.248467447671828
95,0,107,1329,Golfside + Washtenaw, ,42.251569000000003,-83.661096000000001, , , , , ,1,1,280477.161199999973178,4681136.386399999260902,6637.807538689678950
96,0,108,133,YTC - Stop 4, ,42.242297999999998,-83.615454000000000, , , , , ,1,1,284210.968000000342727,4679990.224199999123812,10482.932620555726317
97,0,109,1330,Huron River + Cornell, ,42.256594000000000,-83.633669999999995, , , , , ,2,1,282757.042899999767542,4681624.042799999937415,8517.290467607464961
98,0,110,1331,Huron River Dr + Leforge, ,42.254573999999998,-83.623267999999996, , , , , ,1,1,283608.218999999575317,4681373.241800000891089,9403.651434322389832
99,0,111,1332,Huron River + Oakwood, ,42.255868000000000,-83.628895999999997, , , , , ,1,1,283148.372999999672174,4681531.253399999812245,8917.414966005917449
100,0,114,1340,Huron River + Oakwood, ,42.256118000000001,-83.629655000000000, , , , , ,1,1,283086.617899999953806,4681560.948200000450015,8849.359842539823148
101,0,115,135,YTC - Stop 6, ,42.242308000000001,-83.615864999999999, , , , , ,1,1,284177.090099999681115,4679992.376199999824166,10451.345551109550797
102,0,116,1350,Nixon + Plymouth, ,42.303745999999997,-83.707397000000000, , , , , ,1,1,276841.676599999889731,4687050.857499999925494,3370.087163791280545
103,0,117,1359,Adams + Forest, ,42.248565999999997,-83.616061999999999, , , , , ,2,1,284182.182099999859929,4680687.794299999251962,10179.966581669346851
104,0,118,137,BTC Mall Stop 6, ,42.278371999999997,-83.747016000000002, , , , , ,1,1,273484.849200000055134,4684337.865100000053644,1235.919057855574920
105,0,119,1376,First + Michigan, ,42.236204000000001,-83.625769000000005, , , , , ,2,1,283339.003800000064075,4679339.705099999904633,10015.050195394853290
106,0,120,1377,McAuley + Huron River, ,42.260131000000001,-83.649750999999995, , , , , ,1,1,281442.703599999658763,4682057.969000000506639,7133.425027484956445
107,0,121,1378,Elliott + McAuley, ,42.264698000000003,-83.657925000000006, , , , , ,2,1,280784.279900000430644,4682586.131300000473857,6342.758526432687177
108,0,122,138,BTC Mall Stop 5, ,42.278371999999997,-83.747125999999994, , , , , ,1,1,273475.777999999932945,4684338.157999999821186,1244.939632716506139
109,0,123,1382,Ellsworth Rd. + Stone Sch, ,42.229894999999999,-83.718864999999994, , , , , ,1,1,275634.414599999785423,4678880.142699999734759,5630.054558913931032
110,0,124,1384,Elliot + St Joe Dialysis, ,42.264752000000001,-83.658017000000001, , , , , ,2,1,280776.878800000064075,4682592.364700000733137,6333.863023245685326
111,0,127,1391,Main + HarborWay, ,42.247805999999997,-83.749284000000003, , , , , ,1,1,273188.198699999600649,4680949.662699999287724,3805.816390100297667
112,0,128,1392,Eisenhower + Signature, ,42.243389000000001,-83.752522999999997, , , , , ,2,1,272905.111499999649823,4680467.805199999362230,4361.297659121985816
113,0,130,1395,Summit + Daniel, ,42.289062000000001,-83.750760000000000, , , , , ,2,1,273214.474899999797344,4685534.926599999889731,1862.096116289132169
114,0,131,1396,Holyoke + 2752 Holyoke, ,42.314768000000001,-83.767409999999998, , , , , ,2,1,271934.536399999633431,4688434.019200000911951,4871.802529797746502
115,0,132,1397,Brooks + Summit, ,42.289496999999997,-83.758216000000004, , , , , ,2,1,272601.286999999545515,4685603.133600000292063,2416.755307566667398
116,0,133,1398,Miller + Newport Pl., ,42.288671000000001,-83.765247000000002, , , , , ,1,1,272018.597500000149012,4685530.225600000470877,2912.173889008518927
117,0,134,1399,Green + Whisperwood, ,42.316578000000000,-83.702686999999997, , , , , ,1,1,277275.208200000226498,4688463.461300000548363,4772.176535127670832
118,0,135,140,BTC Mall Stop 7, ,42.278371000000000,-83.746345000000005, , , , , ,1,1,273540.179499999620020,4684335.968200000002980,1180.925157182491603
119,0,136,1405,N - Jefferson east of Brooks, ,42.228904000000000,-83.621747999999997, , , , , ,1,1,283645.864000000059605,4678518.857699999585748,10711.000653523457004
120,0,137,1406,MacArthur + Stamford, ,42.268422999999999,-83.586511999999999, , , , , ,2,1,286687.125099999830127,4682818.340800000354648,12078.844518334379245
121,0,139,1414,Plymouth + Green, ,42.304929999999999,-83.693631999999994, , , , , ,1,1,277980.507299999706447,4687146.314300000667572,4242.918434884552880
122,0,140,1415,Congress + Ballard, ,42.241005999999999,-83.619651000000005, , , , , ,2,1,283860.256099999882281,4679857.397399999201298,10225.162233095406918
123,0,141,1416,Carpenter + Washtenaw, ,42.252986000000000,-83.680814999999996, , , , , ,1,1,278855.310999999754131,4681344.766699999570847,5164.804235433995927
124,0,142,1417,Carpenter + Central, ,42.249118000000003,-83.680689999999998, , , , , ,1,1,278852.101099999621511,4680914.917899999767542,5430.472373957988566
125,0,143,1418,Carpenter + Packard, ,42.246554000000003,-83.680612999999994, , , , , ,1,1,278849.491100000217557,4680629.997300000861287,5617.426892579089326
126,0,144,1419,Carpenter + Packard, ,42.246552999999999,-83.680420999999996, , , , , ,1,1,278865.328700000420213,4680629.387599999085069,5629.500413693289374
127,0,145,142,BTC - Fourth Ave Stop 4, ,42.279445000000003,-83.747332000000000, , , , , ,1,1,273462.636900000274181,4684457.859300000593066,1254.522477735432858
128,0,146,1420,Carpenter + Central, ,42.249690000000001,-83.680516999999995, , , , , ,1,1,278868.373499999754131,4680977.986600000411272,5402.299870066604853
129,0,147,1423,Michigan + Hamilton, ,42.240904000000000,-83.618331999999995, , , , , ,1,1,283968.742200000211596,4679842.724199999123812,10328.799778568949478
130,0,154,143,BTC - Fourth Ave Stop 3, ,42.279105000000001,-83.747344999999996, , , , , ,1,1,273460.345999999903142,4684420.138100000098348,1256.691174895364611
131,0,156,1433,MacArthur + Harris, ,42.270114000000000,-83.582911999999993, , , , , ,1,1,286989.739000000059605,4682997.102600000798702,12356.727974158846337
132,0,157,1434,MacArthur + MacArthur Dr, ,42.269725999999999,-83.580236999999997, , , , , ,1,1,287209.052400000393391,4682947.326400000602007,12580.366314022801816
133,0,158,1435,Wiard + Russett, ,42.264592000000000,-83.570975000000004, , , , , ,2,1,287955.718299999833107,4682354.109500000253320,13401.299999284063233
134,0,160,144,BTC - Fourth Ave Stop 2, ,42.278855000000000,-83.747344999999996, , , , , ,1,1,273459.449699999764562,4684392.376399999484420,1258.220435593759476
135,0,161,1447,Tyler + Zephyr, ,42.231906000000002,-83.570419999999999, , , , , ,1,1,287891.942300000227988,4678723.125199999660254,14359.848551240802408
136,0,162,1449,Pauline + Stadium, ,42.267853000000002,-83.774288999999996, , , , , ,1,1,271197.708200000226498,4683242.722799999639392,3715.702450256667817
137,0,163,145,BTC - Fourth  Ave Stop 1, ,42.278215000000003,-83.747281000000001, , , , , ,1,1,273462.433199999853969,4684321.136299999430776,1259.668084701898124
138,0,164,1450,Pauline + Pauline Ct, ,42.266762999999997,-83.776401000000007, , , , , ,1,1,271019.565100000239909,4683127.361700000241399,3921.787361570952271
139,0,165,1455,Green Rd Park n Ride, ,42.300251000000003,-83.693263999999999, , , , , ,1,1,277994.390899999998510,4686625.767500000074506,3942.251131999013523
140,0,166,1456,Fuller + Beal, ,42.287602000000000,-83.715053999999995, , , , , ,1,1,276153.287600000388920,4685278.240199999883771,1665.599270080890847
141,0,167,1457,Fuller + Beal, ,42.287402000000000,-83.715137999999996, , , , , ,1,1,276145.652900000102818,4685256.251900000497699,1647.951823795351402
142,0,168,1458,Fuller + Fuller CT, ,42.287345999999999,-83.717871000000002, , , , , ,1,1,275920.110700000077486,4685257.227399999275804,1457.309932108315707
143,0,170,146,YTC - EndPt, ,42.242308999999999,-83.615279999999998, , , , , ,1,1,284225.362399999983609,4679991.004799999296665,10495.640353512602815
144,0,171,1461,Clark + Dawn, ,42.259698000000000,-83.583477999999999, , , , , ,2,1,286907.958300000056624,4681841.875299999490380,12463.734107764848886
145,0,172,1462,Clark + Devon, ,42.260962999999997,-83.587958000000000, , , , , ,2,1,286542.681200000457466,4681993.570199999958277,12075.106828306663374
146,0,174,1465,Platt + Ellsworth, ,42.230789999999999,-83.699605000000005, , , , , ,2,1,277227.051400000229478,4678928.975500000640750,6051.136596833752265
147,0,175,1466,Packard + Bergen, ,42.244934999999998,-83.657362000000006, , , , , ,2,1,280762.224999999627471,4680390.091600000858307,7273.661279204530729
148,0,176,1468,Ellsworth + Ardis, ,42.230708000000000,-83.641631000000004, , , , , ,2,1,282011.158300000242889,4678769.874299999326468,9235.715679313705550
149,0,179,1476,Oakbrook + Northbrook, ,42.245877999999998,-83.754113000000004, , , , , ,1,1,272782.858699999749660,4680748.440500000491738,4163.050290380401748
150,0,180,1479,Spring + Grove, ,42.234924999999997,-83.603648000000007, , , , , ,2,1,285160.066100000403821,4679141.644700000062585,11708.016442211428512
151,0,182,1484,Ellsworth + Pallisades, ,42.230601000000000,-83.671535000000006, , , , , ,2,1,279542.913900000043213,4678834.955399999395013,7392.547266291371670
152,0,183,1485,Ellsworth + Ridgewood, ,42.230747999999998,-83.675404999999998, , , , , ,2,1,279224.048100000247359,4678861.302600000053644,7167.940230617751695
153,0,184,149,Division + Catherine, ,42.283389000000000,-83.743601999999996, , , , , ,1,1,273784.345599999651313,4684885.903699999675155,1035.914680664898924
154,0,185,1492,Rudolf Steiner School, ,42.313966000000001,-83.772447000000000, , , , , ,1,1,271516.496799999848008,4688358.480699999257922,5063.306460203523784
155,0,186,1493,Cross + Park, ,42.246071999999998,-83.606199000000004, , , , , ,1,1,284987.432400000281632,4680385.897900000214577,11039.816604286925212
156,0,187,1498,Huron Pkwy + Platt, ,42.253141999999997,-83.698910999999995, , , , , ,2,1,277362.983500000089407,4681409.251000000163913,4019.488426136483668
157,0,188,1499,Service Dr. + Emerick, ,42.231054000000000,-83.597094999999996, , , , , ,2,1,285687.718299999833107,4678695.283199999481440,12381.494953117651676
158,0,189,150,Division + Detroit, ,42.286183999999999,-83.743504999999999, , , , , ,2,1,273802.350999999791384,4685196.021099999547005,1189.846953005847581
159,0,190,1504,Wiard + MacIntosh, ,42.261631000000001,-83.566586999999998, , , , , ,2,1,288307.735500000417233,4682014.385399999096990,13804.656282523255868
160,0,191,1508,Huron River Dr + Dixboro, ,42.266359000000001,-83.666533000000001, , , , , ,2,1,280080.051400000229478,4682792.781999999657273,5608.880416237340796
161,0,192,1509,Dixboro + River, ,42.272044999999999,-83.670743999999999, , , , , ,2,1,279752.538900000043213,4683435.076300000771880,5133.895498389161730
162,0,193,151,Broadway + Wall, ,42.289160000000003,-83.739092999999997, , , , , ,1,1,274176.778800000436604,4685514.775800000876188,1207.406427128673158
163,0,194,1511,Huron River + Heartland, ,42.266302000000003,-83.666283000000007, , , , , ,1,1,280100.473100000061095,4682785.806500000879169,5630.449561895999068
164,0,195,1512,Dixboro + Old Dixboro, ,42.272108000000003,-83.670536999999996, , , , , ,2,1,279769.830199999734759,4683441.536499999463558,5149.606667442026264
165,0,197,1517,Main + Ann Arbor- Saline, ,42.254224999999998,-83.750613000000001, , , , , ,1,1,273101.576399999670684,4681666.008999999612570,3205.684131405257176
166,0,198,1518,Main + Lake Village, ,42.249386000000001,-83.749505999999997, , , , , ,2,1,273175.547899999655783,4681125.707000000402331,3650.608645441819590
167,0,199,1519,Main + Ponds View, ,42.247610000000002,-83.749459999999999, , , , , ,2,1,273172.975100000388920,4680928.366499999538064,3831.437876664217583
168,0,200,1520,Clark + Arbor Pointe Apt, ,42.259146999999999,-83.667859000000007, , , , , ,1,1,279945.585699999704957,4681995.347799999639392,5769.769612871546997
169,0,201,1521,Main + Lake Village, ,42.250278000000002,-83.749360999999993, , , , , ,2,1,273190.709099999628961,4681224.373800000175834,3554.876454874053707
170,0,202,1523,Bonisteel + Murfin, ,42.290250999999998,-83.716727000000006, , , , , ,1,1,276024.736700000241399,4685576.804999999701977,1736.134133908113199
171,0,203,1525,Lowell + Holyoke, ,42.312370000000001,-83.765940000000001, , , , , ,2,1,272047.029199999757111,4688163.786499999463558,4586.150160955176943
172,0,205,1527,Eisenhower + Eisenhower Cir, ,42.246175999999998,-83.758795000000006, , , , , ,2,1,272397.631400000303984,4680794.036599999293685,4316.875761061961384
173,0,207,1531,Grove + Tyler, ,42.232484999999997,-83.601748999999998, , , , , ,2,1,285308.497100000269711,4678865.907700000330806,11966.410937702583396
174,0,208,1547,Hubbard + Stone, ,42.295062000000001,-83.700489000000005, , , , , ,1,1,277380.500799999572337,4686068.429400000721216,3124.546444540659650
175,0,209,1548,Hubbard + Huron Pkwy, ,42.295555000000000,-83.705555000000004, , , , , ,1,1,276964.587100000120699,4686136.444599999114871,2819.040694476341741
176,0,210,1549,Hubbard + Huron Pkwy, ,42.295181999999997,-83.703967000000006, , , , , ,1,1,277094.188599999994040,4686090.862199999392033,2897.126454571727209
177,0,211,1550,Beal + Hayward, ,42.293635000000002,-83.712635000000006, , , , , ,1,1,276374.099100000225008,4685941.821799999102950,2239.829435202336754
178,0,212,1552,Beal + Hayward, ,42.293573000000002,-83.712428000000003, , , , , ,1,1,276390.945600000210106,4685934.392899999395013,2247.358509035750558
179,0,214,1560,Pontiac + Arrowwood, ,42.307980999999998,-83.734806000000006, , , , , ,1,1,274597.433299999684095,4687593.416400000452995,3160.736846201562912
180,0,215,1562,Pontiac + Arrowwood, ,42.306265000000003,-83.735028000000000, , , , , ,1,1,274573.007299999706447,4687403.448400000110269,2971.996235151074416
181,0,217,1564,VA Med Ctr. main, ,42.286422000000002,-83.713978999999995, , , , , ,1,1,276237.744599999859929,4685144.377800000831485,1678.129377449228969
182,0,218,1565,Liberty + Maple, ,42.273519999999998,-83.779428999999993, , , , , ,1,1,270794.317499999888241,4683885.854900000616908,3960.876188054734030
183,0,219,1571,Bonisteel + Beal, ,42.290461999999998,-83.714093000000005, , , , , ,1,1,276242.654900000430644,4685593.304999999701977,1915.616066728573060
184,0,220,1573,Huron Prkwy + Plymouth, ,42.300809000000001,-83.704527999999996, , , , , ,1,1,277067.803000000305474,4686717.190700000151992,3276.458161683084199
185,0,221,1574,Nixon + Clague School, ,42.311504999999997,-83.707432999999995, , , , , ,1,1,276866.134800000116229,4687912.562799999490380,4088.135961978874093
186,0,222,1575,Nixon + Westbury, ,42.313940000000002,-83.707434000000006, , , , , ,2,1,276874.660299999639392,4688182.964099999517202,4324.742581113770939
187,0,223,1576,Green + Whisperwood, ,42.316457999999997,-83.702319000000003, , , , , ,1,1,277305.113300000317395,4688449.171900000423193,4776.258683786525580
188,0,224,1577,Green + Sugarbush Park, ,42.316718000000002,-83.699406999999994, , , , , ,2,1,277546.021399999968708,4688470.422199999913573,4928.362970887042138
189,0,225,1578,Green + Kilburn Park, ,42.317523000000001,-83.695558000000005, , , , , ,2,1,277866.067599999718368,4688549.753100000321865,5181.566221381214746
190,0,226,1579,Green + Gettysburg, ,42.316459000000002,-83.693310999999994, , , , , ,1,1,278047.508299999870360,4688425.732100000604987,5197.984241523045966
191,0,227,158,Plymouth + Pointe Ln, ,42.299534000000001,-83.724530000000001, , , , , ,1,1,275414.398400000296533,4686628.221899999305606,2301.503804803660387
192,0,228,1581,Green + Burbank, ,42.312303999999997,-83.692982000000001, , , , , ,1,1,278060.012600000016391,4687963.474799999967217,4860.722722222149969
