OID_,Id,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,loc_type,parent_sta,timezone,wheelchair,count,coord_x,coord_y,dist_ctr
193,0,229,1582,Green + Post Office, ,42.310586999999998,-83.692937000000001, , , , , ,2,1,278057.684600000269711,4687772.690500000491738,4722.402573678961744
194,0,230,1583,Green + Commonwealth, ,42.307735999999998,-83.692781999999994, , , , , ,1,1,278060.436900000087917,4687455.692299999296665,4505.979261872016650
195,0,231,1584,Maple + Krogers, ,42.277416000000002,-83.780231000000001, , , , , ,1,1,270742.308899999596179,4684320.653500000014901,3976.283852781998576
196,0,237,1591,Meijer Saline South Side, ,42.239035999999999,-83.767546999999993, , , , , ,1,1,271649.763600000180304,4680024.598200000822544,5372.033805288972871
197,0,239,1608,Briarwood Cir + TCF Bank, ,42.242851999999999,-83.747725000000003, , , , , ,2,1,273299.073099999688566,4680395.388900000602007,4281.161990986113778
198,0,240,1614,Briarwood Cir + TCF Bank, ,42.242693000000003,-83.747662000000005, , , , , ,1,1,273303.701600000262260,4680377.564899999648333,4296.459442635068626
199,0,241,162,Pontiac + Starwick, ,42.301346000000002,-83.735365000000002, , , , , ,2,1,274527.663399999961257,4686858.102399999275804,2430.544266971462548
200,0,242,163,Pontiac + Brookside, ,42.303885999999999,-83.734933999999996, , , , , ,2,1,274572.261400000192225,4687139.018899999558926,2707.947098521408407
201,0,245,1639,Ypsilanti District Library, ,42.208818000000001,-83.615922999999995, , , , , ,1,1,284058.116299999877810,4676273.640100000426173,12404.201058592727350
202,0,246,1640,Ypsilanti Township Civic Center, ,42.212336999999998,-83.615825999999998, , , , , ,1,1,284078.118599999696016,4676664.159399999305606,12166.203544696003519
203,0,248,1642,Tyler + Nash, ,42.231932000000000,-83.565700000000007, , , , , ,2,1,288281.544200000353158,4678714.269999999552965,14721.558377413468406
204,0,249,1643,Russell + Harris, ,42.241266000000003,-83.582763999999997, , , , , ,2,1,286904.776700000278652,4679793.312899999320507,13041.772188038859895
205,0,250,1647,Huron + James L Hart, ,42.223892999999997,-83.617947999999998, , , , , ,2,1,283942.373499999754131,4677952.768699999898672,11275.060244490839978
206,0,251,1651,Huron + Harret, ,42.234079999999999,-83.613817999999995, , , , , ,1,1,284317.951600000262260,4679073.514299999922514,10996.550243591536855
207,0,258,166,Pontiac + Brookside, ,42.303922000000000,-83.735152999999997, , , , , ,2,1,274554.337500000372529,4687143.596999999135733,2713.533778820199586
208,0,263,1665,Ford + Parkwood Ave, ,42.237834999999997,-83.579374000000001, , , , , ,2,1,287172.955199999734759,4679403.842599999159575,13433.689239770268614
209,0,264,1666,Russel + Ford Blvd, ,42.241281000000001,-83.581142000000000, , , , , ,2,1,287038.661999999545515,4679790.921299999579787,13167.820483925572262
210,0,265,167,Pontiac + Starwick, ,42.301274999999997,-83.735608999999997, , , , , ,2,1,274507.295800000429153,4686850.864900000393391,2425.004743504101953
211,0,266,1672,Moore + Traver, ,42.290250999999998,-83.738701000000006, , , , , ,2,1,274212.999099999666214,4685634.887299999594688,1301.476097508706516
212,0,267,1673,Dhu Varren + Olmesaad, ,42.316909000000003,-83.717001999999994, , , , , ,1,1,276096.617399999871850,4688537.810599999502301,4328.629031802019199
213,0,268,1677,Dhu Varren + Omlesaad, ,42.317090000000000,-83.717561000000003, , , , , ,1,1,276051.190200000070035,4688559.382099999114871,4334.884029306657794
214,0,269,1678,Plymouth + Jones, ,42.296360000000000,-83.730214000000004, , , , , ,1,1,274934.514899999834597,4686290.782400000840425,1868.551711714527755
215,0,270,168,Pontiac + Taylor, ,42.298012000000000,-83.736822000000004, , , , , ,2,1,274395.645100000314415,4686491.735700000077486,2081.740951775926078
216,0,271,1682,Fuller + UM Park + Ride, ,42.287301999999997,-83.722488999999996, , , , , ,1,1,275539.186900000087917,4685264.513900000602007,1168.018139963273143
217,0,272,1685,Michigan CVS Drug Store, ,42.245842000000003,-83.582176000000004, , , , , ,1,1,286968.700000000186265,4680299.981699999421835,12930.709887908371456
218,0,274,1688,Green + Burbank, ,42.314179000000003,-83.692662999999996, , , , , ,2,1,278092.896700000390410,4688170.854699999094009,5035.282987768384373
219,0,276,169,Pontiac + Argo, ,42.294998999999997,-83.737986000000006, , , , , ,1,1,274288.917899999767542,4686160.239600000903010,1777.602370720876706
220,0,277,1690,Haywood + Draper, ,42.293992000000003,-83.709891999999996, , , , , ,1,1,276601.507299999706447,4685974.258799999952316,2433.322540275779374
221,0,278,1691,Haywood + Hubbard, ,42.295423999999997,-83.707738000000006, , , , , ,1,1,276784.152999999932945,4686127.623199999332428,2671.798019829954683
222,0,279,1693,Hubbard + Green, ,42.294927000000001,-83.692729999999997, , , , , ,1,1,278019.698900000192225,4686033.163300000131130,3669.123602866821329
223,0,280,1696,Pontiac + Taylor, ,42.298037999999998,-83.736577999999994, , , , , ,2,1,274415.853099999949336,4686493.975800000131130,2080.934349966413265
224,0,281,1697,Dhu Varren Foodgatherers, ,42.317273000000000,-83.727357999999995, , , , , ,1,1,275244.431800000369549,4688605.551699999719858,4203.836224391092401
225,0,282,1698,Dhu Varren + Carrot Way, ,42.316453000000003,-83.727320000000006, , , , , ,1,1,275244.643199999816716,4688514.392799999564886,4113.440805547951641
226,0,283,1699,Pontiac Trail + Bowen, ,42.291932000000003,-83.738943000000006, , , , , ,1,1,274199.055599999614060,4685822.198999999091029,1480.777546638627655
227,0,284,1701,Pontiac Tr + Apple, ,42.295526000000002,-83.737558000000007, , , , , ,2,1,274326.086600000038743,4686217.625700000673532,1825.032192166748928
228,0,285,1704,Dhu Varren + Foxridge Ct, ,42.317076000000000,-83.713130000000007, , , , , ,1,1,276416.316899999976158,4688546.167500000447035,4448.599714244027382
229,0,286,1705,Dhu Varren + Nixon, ,42.316642999999999,-83.707826999999995, , , , , ,1,1,276851.827100000344217,4688484.154699999839067,4577.536446473943215
230,0,287,1707,Dhu Varren + Foxridge, ,42.317219000000001,-83.713509000000002, , , , , ,1,1,276385.588700000196695,4688563.043700000271201,4452.594217879151984
231,0,288,1709,Hubbard + Green, ,42.294987999999996,-83.692897000000002, , , , , ,2,1,278006.145299999974668,4686040.372800000011921,3660.084725365849863
232,0,289,171,Pontiac + Bowen, ,42.291975999999998,-83.739140000000006, , , , , ,1,1,274182.970800000242889,4685827.607899999246001,1491.528633891941581
233,0,290,1710,Hubbard + Dean, ,42.295178000000000,-83.697429000000000, , , , , ,2,1,277633.183799999766052,4686073.307800000533462,3344.946729671229605
234,0,291,1711,Hubbard + Stone, ,42.295149000000002,-83.700119999999998, , , , , ,2,1,277411.228699999861419,4686077.124900000169873,3155.298553078630903
235,0,292,1712,Hubbard + Huron Parkway, ,42.295118000000002,-83.703098999999995, , , , , ,1,1,277165.522900000214577,4686081.481200000271201,2950.696048377804345
236,0,293,1713,Golfside + Lakeridge, ,42.255080999999997,-83.661250999999993, , , , , ,2,1,280476.562800000421703,4681526.777400000020862,6452.173999046335666
237,0,294,1714,Bonisteel + Murfin, ,42.290438999999999,-83.718091999999999, , , , , ,1,1,275912.860600000247359,4685601.276100000366569,1670.491562791034539
238,0,296,1719,Hubbard + Hayward, ,42.295713999999997,-83.707187000000005, , , , , ,1,1,276830.603400000371039,4686158.380999999120831,2727.229285522146256
239,0,297,172,Broadway + Swift, ,42.288972999999999,-83.739801000000000, , , , , ,1,1,274117.735100000165403,4685495.889599999412894,1218.471398974908425
240,0,298,1720,Packard + Arch, ,42.269328999999999,-83.738839999999996, , , , , ,1,1,274126.766499999910593,4683311.941700000315905,1268.637751872247463
241,0,299,1721,Harris + Parkwood, ,42.237724999999998,-83.582851000000005, , , , , ,2,1,286885.674300000071526,4679400.321900000795722,13169.101355151598909
242,0,300,1723,Liberty + Burwood, ,42.274569000000000,-83.775131000000002, , , , , ,1,1,271152.577700000256300,4683990.776200000196695,3591.939778759684941
243,0,301,1724,Ellsworth + Crystal Creek, ,42.230435000000000,-83.670747000000006, , , , , ,2,1,279607.366999999620020,4678814.482799999415874,7450.215941228025258
244,0,302,1725,Ellsworth + Ridgewood, ,42.230584999999998,-83.675045999999995, , , , , ,2,1,279253.106700000353158,4678842.271800000220537,7201.017650461033554
245,0,303,1727,Hayward + Draper, ,42.294168999999997,-83.709558000000001, , , , , ,1,1,276629.669700000435114,4685993.037000000476837,2467.014980128600200
246,0,304,1728,Harris + Duncan, ,42.239674999999998,-83.582916999999995, , , , , ,2,1,286886.794599999673665,4679617.023800000548363,13088.828599166619824
247,0,305,173,Beakes + Summit, ,42.286873999999997,-83.743942000000004, , , , , ,2,1,273768.789200000464916,4685273.805099999532104,1265.979288397846631
248,0,306,174,Fifth + Kingsley, ,42.283771999999999,-83.745984000000007, , , , , ,1,1,273589.302500000223517,4684934.770099999383092,1233.458152156268170
249,0,307,1743,Ingalls Mall, ,42.278517999999998,-83.738681000000000, , , , , ,1,1,274172.714800000190735,4684331.925000000745058,553.898946689534682
250,0,308,1745,Pontiac + Knightsbridge, ,42.314751000000001,-83.734196999999995, , , , , ,2,1,274671.799399999901652,4688343.590199999511242,3908.910968880384644
251,0,309,1746,Dhu Varren + Hunley, ,42.316358999999999,-83.732118999999997, , , , , ,1,1,274848.798799999989569,4688516.649700000882149,4083.838657579334267
252,0,310,1752,Hubbard + Dean, ,42.295081000000003,-83.697329999999994, , , , , ,2,1,277641.004099999554455,4686062.277499999850988,3346.389056674158837
253,0,311,1753,Washtnaw + Cross, ,42.245901000000003,-83.627296999999999, , , , , ,1,1,283246.131599999964237,4680420.395800000056624,9426.744077333076348
254,0,312,1759,Miller Rd Park + Ride, ,42.298574000000002,-83.788078999999996, , , , , ,1,1,270172.103000000119209,4686691.360099999234080,5074.156670924413447
255,0,313,1760,Pontiac + Manor, ,42.305567000000003,-83.734858000000003, , , , , ,2,1,274584.527999999932945,4687325.487099999561906,2893.578774354956295
256,0,315,1762,Clark + Clark Service Dr, ,42.261296999999999,-83.590929000000003, , , , , ,2,1,286298.742399999871850,4682038.112800000235438,11827.201521211820364
257,0,316,1764,Miller + Kuehnle, ,42.296683000000002,-83.784284000000000, , , , , ,2,1,270478.084800000302494,4686471.123199999332428,4702.554646968647830
258,0,317,1766,Elliot + Heart and Vascular, ,42.260798000000001,-83.652860000000004, , , , , ,2,1,281188.556300000287592,4682140.022700000554323,6866.464411619846942
259,0,318,1767,Elliot + Heart and Vascular, ,42.260801000000001,-83.652319000000006, , , , , ,2,1,281233.192200000397861,4682138.965399999171495,6908.900909183508702
260,0,320,1775,Dhu Varren + Hunley, ,42.316189000000001,-83.732217000000006, , , , , ,1,1,274840.115600000135601,4688498.031199999153614,4064.957547691072705
261,0,321,1776,Geddes + CCTC, ,42.278019000000000,-83.734900999999994, , , , , ,1,1,274482.650100000202656,4684266.488600000739098,288.569432375935378
262,0,323,1778,Thompson  + Madison, ,42.274175000000000,-83.742981999999998, , , , , ,1,1,273802.491000000387430,4683861.073100000619888,1079.610337851431268
263,0,324,1779,Traver + Logan School, ,42.311625999999997,-83.709428000000003, , , , , ,2,1,276702.132500000298023,4687931.235700000077486,4020.576224889108289
264,0,325,1780,Traver + Lakehurst, ,42.311199999999999,-83.713092000000003, , , , , ,2,1,276398.632600000128150,4687893.556700000539422,3845.788065489690780
265,0,326,1781,Teubingen + Lancashire, ,42.309790999999997,-83.717246000000003, , , , , ,1,1,276051.254200000315905,4687748.021999999880791,3571.677482200618215
266,0,327,1784,Northwood Housing, ,42.294688000000001,-83.719029000000006, , , , , ,1,1,275850.684999999590218,4686075.581100000068545,1994.256319842595985
267,0,328,1788,Teubingen + Lancashire, ,42.309843999999998,-83.717014000000006, , , , , ,1,1,276070.564500000327826,4687753.296599999070168,3583.819574053048655
268,0,329,1789,Traver + Lakehurst, ,42.311154999999999,-83.712567000000007, , , , , ,1,1,276441.744599999859929,4687887.179400000721216,3859.128565764963696
269,0,330,1790,Traver + Logan School, ,42.311410000000002,-83.709975999999997, , , , , ,2,1,276656.201500000432134,4687908.688599999994040,3978.394866809094310
270,0,331,1791,Huron Pkwy + Nixon, ,42.306117000000000,-83.709706999999995, , , , , ,2,1,276659.647499999962747,4687320.212200000882149,3478.342887727089419
271,0,332,1792,Huron Pkwy + Traverwood, ,42.308470000000000,-83.713746000000000, , , , , ,1,1,276335.056200000457466,4687592.118899999186397,3547.681817902694547
272,0,333,1793,Huron Pkwy + Traverwood, ,42.308061000000002,-83.713353999999995, , , , , ,1,1,276365.917999999597669,4687545.669999999925494,3520.757957872086081
273,0,334,1794,Huron Pkwy + Nixon, ,42.306538000000003,-83.710756000000003, , , , , ,2,1,276574.670199999585748,4687369.717900000512600,3473.333508866585817
274,0,335,1797,Thompson + E.Jefferson, ,42.275604999999999,-83.743205000000003, , , , , ,1,1,273789.218399999663234,4684020.462200000882149,1016.109132097362249
275,0,336,1798,Packard + Hill, ,42.271701000000000,-83.741522000000003, , , , , ,1,1,273914.048299999907613,4683582.464800000190735,1171.052990465619587
276,0,337,1799,Packard + Hill, ,42.271996000000001,-83.741718000000006, , , , , ,2,1,273898.938799999654293,4683615.744100000709295,1157.680545704359702
277,0,338,1800,Thompson + Richard Kennedy, ,42.275646999999999,-83.743072999999995, , , , , ,1,1,273800.254499999806285,4684024.775299999862909,1004.273728047868985
278,0,341,1807,Pauline + S Maple, ,42.265379000000003,-83.779082000000002, , , , , ,2,1,270793.417999999597669,4682980.889299999922514,4184.300036230571095
279,0,342,1819,Hamilton + Cross, ,42.246288999999997,-83.617594999999994, , , , , ,1,1,284047.933199999853969,4680438.831599999219179,10150.671397658352362
280,0,343,1820,William + Main, ,42.277940999999998,-83.749443999999997, , , , , ,1,1,273283.078300000168383,4684296.469900000840425,1440.542266181152854
281,0,344,1825,Huron + State, ,42.281162000000002,-83.741597999999996, , , , , ,1,1,273941.624499999918044,4684633.277200000360608,800.291994121030598
282,0,347,183,Observatory + N University, ,42.277932000000000,-83.730930999999998, , , , , ,1,1,274809.726800000295043,4684246.314300000667572,210.207491109820666
283,0,348,1831,Zina Pitcher S of Ann, ,42.282046000000001,-83.733643000000001, , , , , ,1,1,274600.755900000222027,4684710.339500000700355,298.907934781215147
284,0,350,1836,Dhu Varren + Carrot Way, ,42.316614000000001,-83.727320000000006, , , , , ,1,1,275245.216599999926984,4688532.271400000900030,4131.245599344760194
285,0,351,1837,Dhu Varren + Birchwood, ,42.316930999999997,-83.720969999999994, , , , , ,2,1,275769.675999999977648,4688550.709300000220537,4248.268937096245281
286,0,352,184,Observatory  + Washington H, ,42.280552999999998,-83.731054000000000, , , , , ,1,1,274808.923799999989569,4684537.692399999126792,137.902993411790305
287,0,353,185,Univ of Michigan - Mott Hospital, ,42.281326000000000,-83.728266000000005, , , , , ,1,1,275041.579400000162423,4684616.156899999827147,371.784631460011724
288,0,354,1859,Green + Kilburn Park, ,42.317717000000002,-83.695611999999997, , , , , ,2,1,277862.300099999643862,4688571.437200000509620,5196.521561311600635
289,0,355,186,E Medical Center Dr + Taubman Ctr, ,42.283769999999997,-83.726951999999997, , , , , ,1,1,275158.629900000058115,4684884.081399999558926,629.927877821934999
290,0,356,1860,Glazier Way + Arbor Crest, ,42.287633999999997,-83.708910000000003, , , , , ,2,1,276659.988900000229478,4685265.647600000724196,2113.167121552940444
291,0,357,1861,Huron Pkwy + HHS, ,42.283214999999998,-83.701193000000004, , , , , ,1,1,277280.697100000455976,4684754.706399999558926,2583.611763274254827
292,0,358,1862,Platt + Carlton, ,42.246054999999998,-83.700275000000005, , , , , ,1,1,277225.500900000333786,4680625.837899999693036,4560.930434255964428
293,0,359,1863,Main s of Keech, ,42.267367999999998,-83.750201000000004, , , , , ,1,1,273182.713899999856949,4683124.392599999904633,2017.774739209451127
294,0,362,1867,Grove + Tyler, ,42.232362999999999,-83.601241999999999, , , , , ,2,1,285349.923000000417233,4678851.082499999552965,12009.978326335707607
295,0,363,1868,Maple + Maple Village, ,42.282730999999998,-83.780468999999997, , , , , ,1,1,270741.966199999675155,4684911.508799999952316,4003.450265882931944
296,0,364,1869,Maple + Maple Village, ,42.282873000000002,-83.780288999999996, , , , , ,2,1,270757.324099999852479,4684926.792500000447035,3990.057161208139405
297,0,365,187,E Medical Center Dr + Rogel Cancer Ctr, ,42.285532000000003,-83.731432999999996, , , , , ,1,1,274795.417899999767542,4685091.595799999311566,661.327491491597812
298,0,366,1872,Division + Huron, ,42.281543999999997,-83.743717000000004, , , , , ,2,1,273768.257000000216067,4684681.328500000759959,980.166159985660101
299,0,367,1877,Dorset + Tyler, ,42.231949999999998,-83.574602999999996, , , , , ,2,1,287546.890499999746680,4678738.435699999332428,14037.718278746877331
300,0,368,1879,S State + Airport Blvd, ,42.231735000000000,-83.739270000000005, , , , , ,1,1,273957.001099999994040,4679138.417799999937415,5350.763473160543072
301,0,369,1880,Skyline High School, ,42.305638000000002,-83.779953000000006, , , , , ,1,1,270867.635700000450015,4687453.873800000175834,4891.950722254072389
302,0,370,1881,Washtenaw + Geddes, ,42.277045999999999,-83.733498999999995, , , , , ,1,1,274594.795800000429153,4684154.725899999961257,305.682172225662157
303,0,371,1883,Washtenaw + Pittsfield, ,42.255747999999997,-83.689650999999998, , , , , ,1,1,278136.051099999807775,4681674.463199999183416,4394.369635723061037
304,0,373,1885,Amtrak Station, ,42.287458999999998,-83.742769999999993, , , , , ,1,1,273867.518899999558926,4685335.651799999177456,1238.069036970474826
305,0,374,1887,Glazier Way + Arbor Crest, ,42.287678000000000,-83.710717000000002, , , , , ,2,1,276511.152999999932945,4685275.278500000014901,1981.245365872259754
306,0,375,189,Maiden Lane + Maiden Ln Ct, ,42.288257000000002,-83.734505999999996, , , , , ,1,1,274551.757299999706447,4685402.335899999365211,981.398723999669642
307,0,376,1899,Washtenaw + Pittsfield, ,42.255547999999997,-83.689684999999997, , , , , ,1,1,278132.544700000435114,4681652.342700000852346,4405.579971880639278
308,0,377,190,Maiden Lane + Nielson, ,42.289090999999999,-83.736559999999997, , , , , ,1,1,274385.379900000058115,4685500.393500000238419,1115.853884644340042
309,0,378,1902,Plymouth Park + Ride, ,42.305967000000003,-83.688505000000006, , , , , ,1,1,278406.764100000262260,4687248.099300000816584,4639.891522410781363
310,0,379,1903,Research Park + Ellsworth, ,42.230569000000003,-83.732066000000003, , , , , ,1,1,274547.363099999725819,4678989.844799999147654,5447.735442707225957
311,0,380,1904,Research Park + C.I.L, ,42.234226000000000,-83.731790000000004, , , , , ,1,1,274583.164499999955297,4679395.208499999716878,5041.506932665023669
312,0,381,1905,Plymouth + Green, ,42.305123999999999,-83.692115999999999, , , , , ,2,1,278106.152599999681115,4687163.901300000026822,4351.312910000856391
313,0,385,191,Plymouth Rd + Bishop Rd., ,42.299427000000001,-83.715885000000000, , , , , ,1,1,276126.686599999666214,4686593.551500000059605,2578.170066017624777
314,0,389,192,Plymouth Rd + Beal, ,42.300339000000001,-83.714504000000005, , , , , ,1,1,276243.763799999840558,4686691.192299999296665,2724.304465569181502
315,0,392,1923,Ecorse + Parkwood, ,42.238298000000000,-83.597070000000002, , , , , ,1,1,285714.306699999608099,4679499.627100000157952,12054.010444990286487
316,0,393,1927,Ann Arbor Saline Rd + Brookfield, ,42.247508000000003,-83.761213999999995, , , , , ,1,1,272202.843399999663234,4680948.418999999761581,4298.437004262227674
317,0,395,193,Plymouth + EPA lab, ,42.302385000000001,-83.710044999999994, , , , , ,1,1,276618.583399999886751,4686906.673900000751019,3118.601940037551685
318,0,396,1932,Manchester Park, ,42.257693000000003,-83.710458000000003, , , , , ,2,1,276426.473100000061095,4681944.880100000649691,3020.408504659691516
319,0,397,1934,Maple + Foss, ,42.297358000000003,-83.781086999999999, , , , , ,2,1,270744.099399999715388,4686537.458799999207258,4494.900131734974821
320,0,398,1936,Dexter + Aldi, ,42.285285999999999,-83.779625999999993, , , , , ,1,1,270820.747600000351667,4685192.962700000032783,3969.255793656769129
321,0,399,194,Nixon + Plymouth, ,42.304160000000003,-83.707200999999998, , , , , ,1,1,276859.296299999579787,4687096.316600000485778,3416.514755734241589
322,0,402,1943,Research Park + KMS, ,42.235813999999998,-83.733984000000007, , , , , ,2,1,274407.770700000226498,4679577.358300000429153,4867.411202243247317
323,0,403,1944,Briarwood Mall - Main Stop, ,42.239928999999997,-83.748737000000006, , , , , ,1,1,273205.095300000160933,4680073.496200000867248,4616.047730956222040
324,0,405,195,Plymouth + Prairie, ,42.302591000000000,-83.702225999999996, , , , , ,1,1,277263.854799999855459,4686909.044999999925494,3550.763243485102976
325,0,406,1950,Fifth + Depot, ,42.287858000000000,-83.744697000000002, , , , , ,2,1,273710.061400000005960,4685385.082800000905991,1384.411785995320997
326,0,407,1951,WCC South Side, ,42.261634999999998,-83.666557999999995, , , , , ,1,1,280061.557799999602139,4682268.267100000753999,5767.087999277398012
327,0,408,1952,Michigan + Ballard, ,42.240734000000003,-83.619566000000006, , , , , ,2,1,283866.340699999593198,4679826.977499999105930,10244.250513466424309
328,0,409,1953,Golfside + Washtenaw, ,42.251026000000003,-83.660900999999996, , , , , ,1,1,280491.364400000311434,4681075.585999999195337,6680.503046946014365
329,0,410,1954,Golfside + International, ,42.253543999999998,-83.660990999999996, , , , , ,2,1,280492.677500000223517,4681355.430299999192357,6545.411228231598216
330,0,411,1955,Golfside + Lakeridge, ,42.256301999999998,-83.661073999999999, , , , , ,2,1,280495.401999999769032,4681661.907600000500679,6409.385010104359026
331,0,412,1956,Golfside + Bynan, ,42.257972000000002,-83.661122000000006, , , , , ,2,1,280497.238499999977648,4681847.477199999615550,6332.984990083255070
332,0,413,1957,Carpenter + Washtenaw, ,42.252555999999998,-83.680575000000005, , , , , ,1,1,278873.607200000435114,4681296.393799999728799,5208.480712055490585
333,0,414,1958,Hogback + Washtenaw, ,42.255648000000001,-83.680665000000005, , , , , ,2,1,278876.992200000211596,4681639.980499999597669,5011.761138804132315
334,0,415,1959,Clark + Hogback, ,42.258899999999997,-83.677790999999999, , , , , ,2,1,279125.437900000251830,4681993.640300000086427,5039.316401028039763
335,0,416,1960,Glencoe + Clark, ,42.257967000000001,-83.675548000000006, , , , , ,2,1,279307.206600000150502,4681884.217700000852346,5251.346485003618909
336,0,417,1961,Glencoe Hills Apts, ,42.256034999999997,-83.675259999999994, , , , , ,2,1,279324.222900000400841,4681668.931099999696016,5373.803942270424159
337,0,418,1962,Glencoe Hills + Washtenaw, ,42.254075000000000,-83.673727000000000, , , , , ,2,1,279443.850700000301003,4681447.309399999678135,5591.916203746614883
338,0,419,1963,Hogback + Clark, ,42.257829999999998,-83.680892000000000, , , , , ,2,1,278865.895600000396371,4681882.871600000187755,4871.016599236985712
339,0,420,197,Plymouth + Commonwealth, ,42.303725999999997,-83.697303000000005, , , , , ,2,1,277673.668100000359118,4687022.203199999406934,3928.881875157194827
340,0,423,1974,S - Huron River at Schooner Cove, ,42.211815000000001,-83.589675000000000, , , , , ,2,1,286235.125199999660254,4676540.260500000789762,13964.036821263442107
341,0,426,1977,Paint Creek (Kroger), ,42.212901000000002,-83.621210000000005, , , , , ,1,1,283635.594700000248849,4676740.445299999788404,11779.111680138701558
342,0,427,1978,W- Huron south of Joe Hall Dr., ,42.222194000000002,-83.618184999999997, , , , , ,2,1,283917.014999999664724,4677764.705099999904633,11363.680285251050009
343,0,428,198,Green + Plymouth, ,42.304313999999998,-83.692809999999994, , , , , ,1,1,278046.099100000225008,4687075.764399999752641,4249.374923640431007
344,0,429,1980,W-Huron north of Morgan, ,42.216740999999999,-83.619225999999998, , , , , ,2,1,283812.479700000025332,4677161.820199999958277,11645.897653197067484
345,0,430,1981,W- Whittaker south of Morgan, ,42.214551000000000,-83.619305999999995, , , , , ,2,1,283798.400799999944866,4676918.835799999535084,11788.323501587925421
346,0,432,1983,S- Huron River at Hubbard, ,42.211637000000003,-83.604453000000007, , , , , ,2,1,285014.586000000126660,4676557.672399999573827,12965.055033840824763
347,0,433,1985,S - Huron River east of Lakecrest, ,42.211148999999999,-83.596919999999997, , , , , ,1,1,285634.791400000452995,4676484.505200000479817,13505.875548982876353
348,0,434,1986,S - Huron River east of High Ridge, ,42.211829000000002,-83.592308000000003, , , , , ,2,1,286017.816399999894202,4676548.423499999567866,13780.664856799610789
349,0,442,1995,Whittaker + Stony Creek, ,42.210503000000003,-83.619260999999995, , , , , ,2,1,283788.299100000411272,4676469.213800000026822,12072.372111041417156
350,0,443,1996,Huron + Huron River, ,42.215891999999997,-83.619082000000006, , , , , ,2,1,283821.468299999833107,4677067.177999999374151,11712.223117909379653
351,0,444,1997,Huron + James L Hart, ,42.224347999999999,-83.617688999999999, , , , , ,2,1,283965.302500000223517,4678002.637099999934435,11265.280491919173073
352,0,445,1998,Huron + Catherine, ,42.238036000000001,-83.613009000000005, , , , , ,1,1,284398.187900000251830,4679510.758999999612570,10861.580262428202332
353,0,446,2000,Geddes + High Orchard, ,42.276215999999998,-83.688294999999997, , , , , ,2,1,278319.691100000403821,4683943.816400000825524,3636.061856474472734
354,0,447,2001,Geddes + High Orchard, ,42.276369000000003,-83.688599999999994, , , , , ,2,1,278295.075400000438094,4683961.600999999791384,3609.297880066121252
355,0,453,201,Green + Green Brier, ,42.298400000000001,-83.692673999999997, , , , , ,1,1,278036.522099999710917,4686418.681099999696016,3867.142055694720966
356,0,457,2015,Towner + Prospect, ,42.239502999999999,-83.600981000000004, , , , , ,1,1,285395.672000000253320,4679643.283399999141693,11704.489588428232310
357,0,462,202,Green + Frederick, ,42.296926999999997,-83.692595999999995, , , , , ,2,1,278037.775200000032783,4686254.906300000846386,3786.840020662671122
358,0,463,2022,Murfin + Plymouth, ,42.296944000000003,-83.719954000000001, , , , , ,2,1,275782.434399999678135,4686328.539699999615550,2172.780897946162440
359,0,464,203,Green + Hubbard, ,42.294823000000001,-83.692601999999994, , , , , ,2,1,278029.885999999940395,4686021.280500000342727,3673.148665931664254
360,0,465,204,Green + Larchmont, ,42.292727999999997,-83.692564000000004, , , , , ,2,1,278025.656399999745190,4685788.539300000295043,3574.880292591540183
361,0,466,205,Green + Glacier Way, ,42.289192000000000,-83.692462000000006, , , , , ,2,1,278021.640399999916553,4685395.613700000569224,3441.492786237321980
362,0,467,207,Glazier Way + Tremont Dr., ,42.288117999999997,-83.687062999999995, , , , , ,2,1,278463.023199999704957,4685262.278300000354648,3836.346319403755388
363,0,468,208,Manor at Glacier Hills, ,42.290073000000000,-83.682260999999997, , , , , ,1,1,278865.799599999561906,4685466.881400000303984,4275.260934311515484
364,0,470,210,Glazier Way + Earhart, ,42.288229999999999,-83.684008000000006, , , , , ,2,1,278715.305300000123680,4685266.765499999746680,4083.966058562207763
365,0,472,213,Glazier Way + Earhart, ,42.288348999999997,-83.682834999999997, , , , , ,1,1,278812.437599999830127,4685276.929899999871850,4181.144062748063334
366,0,473,214,Glazier Way + Tremont, ,42.288224999999997,-83.687347000000003, , , , , ,2,1,278439.982200000435114,4685274.899700000882149,3816.608580908562999
367,0,474,215,Glazier Way + Bardstown Tr, ,42.288156999999998,-83.689601999999994, , , , , ,2,1,278253.815299999900162,4685273.223099999129772,3634.850025253691911
368,0,475,216,Green + Glazier Way, ,42.289116000000000,-83.692222999999998, , , , , ,2,1,278041.078999999910593,4685386.550599999725819,3457.657638152075378
369,0,476,217,Green + Vintage Valley, ,42.292062000000001,-83.692383000000007, , , , , ,2,1,278038.238699999637902,4685714.110300000756979,3559.105967114239775
370,0,477,218,Green + Hubbard, ,42.295208000000002,-83.692426999999995, , , , , ,2,1,278045.666500000283122,4686063.576700000092387,3705.780759564698201
371,0,478,219,Green + Frederick, ,42.296908999999999,-83.692473000000007, , , , , ,2,1,278047.852099999785423,4686252.586500000208616,3794.568170259222370
372,0,479,220,Green Rd + Greenbrier, ,42.298830000000002,-83.692518000000007, , , , , ,1,1,278050.893699999898672,4686466.023900000378489,3903.906044413468862
