Id,Label,0,1,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,Authority,Hub,pageranks,modularity_class,stat_inf_class,clustering,eigencentrality,weighted indegree,weighted outdegree,Weighted Degree
983,Seventh + Madison,-83.758461,42.2733,1,1,2,93,0.020828,0.03257,3244,0,115,0,0,0.000598,16,2,0,0.090625,1,1,2
984,Seventh + Davis,-83.758354,42.270374,1,2,3,92,0.021269,0.03533,3890,0,115,0,0,0.000684,16,2,0,0.071796,1,2,3
985,Seventh + Pauline,-83.758308,42.268265,2,1,3,91,0.021492,0.032344,7027,0,81,0,0,0.001458,16,2,0,0.113329,2,1,3
986,Seventh + Franklin,-83.758217,42.265717,1,1,2,90,0.021961,0.033908,7050,0,81,0,0,0.001415,16,2,0,0.090503,1,1,2
988,Seventh + Scio Church,-83.760841,42.256783,1,1,2,84,0.024498,0.034849,4434,0,81,0,0,0.000805,20,2,0,0.162002,1,1,2
989,Scio Church + Greenview,-83.763756,42.25671,1,1,2,83,0.025103,0.036223,4457,0,81,0,0,0.00086,20,2,0,0.11895,1,1,2
990,Scio Church + Mershon Dr.,-83.766914,42.256618,1,1,2,82,0.025739,0.037795,4480,0,81,0,0,0.000907,20,2,0,0.081531,1,1,2
991,Scio Church + Landmark Ct,-83.770218,42.256527,1,1,2,81,0.026408,0.039639,4503,0,81,0,0,0.000946,20,2,0,0.058561,1,1,2
992,Scio Church + Covington,-83.7733,42.256439,1,1,2,80,0.027113,0.041886,4526,0,81,0,0,0.00098,20,2,0,0.048019,1,1,2
993,Scio Church + Waltham Dr.,-83.775467,42.256367,1,1,2,79,0.027857,0.044832,4549,0,81,0,0,0.001008,20,2,0,0.044214,1,1,2
994,Maple + Tudor,-83.778267,42.257477,1,1,2,91,0.0215,0.032105,4234,0,81,0,0,0.000756,20,2,0,0.15518,1,1,2
995,Maple + Dicken,-83.779549,42.260117,1,1,2,90,0.021962,0.03333,4257,0,81,0,0,0.000818,20,2,0,0.109164,1,1,2
996,Maple + Surrey Park,-83.779602,42.262329,1,1,2,89,0.022445,0.034749,4280,0,81,0,0,0.000871,20,2,0,0.07466,1,1,2
997,Maple + Breckenridger Dr,-83.779633,42.263542,1,1,2,88,0.02295,0.036438,4303,0,81,0,0,0.000916,20,2,0,0.05524,1,1,2
998,Stadium + Stadium Ct,-83.767807,42.264648,1,1,2,90,0.021962,0.033973,6119,0,81,0,0,0.001156,16,2,0,0.151048,1,1,2
999,Stadium + Maywood,-83.765846,42.263851,1,1,2,89,0.022451,0.035938,6142,0,81,0,0,0.001158,16,2,0,0.092697,1,1,2
1000,Stadium + Greenview,-83.763657,42.263817,2,2,4,88,0.022962,0.038907,13884,0,81,0,0,0.002332,16,2,0,0.118337,2,2,4
1001,Franklin + Stadium,-83.759766,42.264217,1,1,2,93,0.020613,0.029908,2458,0,81,0,0,0.001167,16,2,0,0.091004,1,1,2
1002,Franklin St. + Seventh,-83.758377,42.265339,1,1,2,92,0.021044,0.031037,2481,0,81,0,0,0.001167,16,2,0,0.070749,1,1,2
1005,Seventh + Princeton,-83.758316,42.273006,1,1,2,95,0.020011,0.030739,13,0,115,0,0,0.000466,16,2,0,0.056974,1,1,2
1007,Madison  + Fourth,-83.75499,42.273933,1,1,2,97,0.019249,0.028703,19,0,115,0,0,0.000598,16,2,0,0.090625,1,1,2
1009,Dexter Rd + Wildwood,-83.766876,42.282291,1,1,2,66,0.034261,0.045282,38887.333333,0,81,0,0,0.000676,18,1,0,0.070499,1,1,2
1010,Dexter Rd + Grandview,-83.76973,42.282871,1,1,2,65,0.035442,0.047645,38910.333333,0,81,0,0,0.00075,18,1,0,0.056307,1,1,2
1011,Dexter Rd + Doty,-83.772224,42.283424,1,1,2,64,0.036707,0.050489,38933.333333,0,81,0,0,0.000813,18,1,0,0.048163,1,1,2
1012,Dexter Rd w. of Lyn Anne Ct.,-83.776451,42.284348,1,1,2,63,0.038065,0.054105,38956.333333,0,81,0,0,0.000867,18,1,0,0.044532,1,1,2
1013,Miller + Maple,-83.781837,42.295238,4,3,7,62,0.040578,0.054715,34232,0,81,0,0,0.001253,17,1,0.166667,0.510434,4,3,7
1014,S- Dexter Rd. east of Maple,-83.779907,42.285221,2,1,3,79,0.024153,0.031042,35254.333333,0,81,0,0,0.001352,17,1,0,0.332442,2,1,3
1015,S - Dexter west of Lyn Anne,-83.77655,42.284332,1,1,2,78,0.024734,0.031881,35277.333333,0,81,0,0,0.001325,17,1,0,0.197163,1,1,2
1016,S- Dexter Rd. btw Worden and Allen,-83.773361,42.28352,1,1,2,77,0.025343,0.032804,35300.333333,0,81,0,0,0.001302,17,1,0,0.115984,1,1,2
1017,Dexter + Grandview,-83.769615,42.282772,1,1,2,76,0.025983,0.033834,35323.333333,0,81,0,0,0.001282,17,1,0,0.072685,1,1,2
1018,S - Dexter east of Wildwood,-83.767097,42.282276,1,1,2,75,0.026657,0.035018,35346.333333,0,81,0,0,0.001265,17,1,0,0.053172,1,1,2
1019,E - First north of Frederick,-83.625679,42.2337,1,1,2,50,0.042132,0.070903,1306,0,49,0,0,0.00085,4,0,0,0.04276,1,1,2
1020,N - Michigan west of First,-83.626274,42.23727,2,1,3,50,0.036946,0.058589,1646,0,48,0,0,0.001078,4,0,0,0.097618,2,1,3
1021,Michigan + Wallace,-83.629234,42.235725,1,1,2,49,0.038274,0.061089,1788,0,48,0,0,0.001092,4,0,0,0.091248,1,1,2
1022,Michigan + Wilson,-83.634056,42.233238,1,1,2,48,0.039702,0.064072,1930,0,48,0,0,0.001104,4,0,0,0.074793,1,1,2
1023,Ellsworth  + Michigan,-83.63929,42.230701,1,1,2,46,0.042902,0.072793,2214,0,48,0,0,0.001122,4,0,0,0.049238,1,1,2
1024,Ellsworth + Hewitt,-83.645073,42.230667,1,1,2,42,0.050193,0.09029,1790,0,43,0,0,0.000656,4,0,0,0.043325,1,1,2
1025,Ellsworth + Fairhills,-83.649025,42.230598,1,1,2,41,0.052168,0.095111,1843,0,42,0,0,0.000733,9,0,0,0.04288,1,1,2
1026,Ellsworth + Clubview,-83.656654,42.230392,1,1,2,40,0.054325,0.101453,1894,0,41,0,0,0.000798,9,0,0,0.042772,1,1,2
1027,Ellsworth + Golfside,-83.662354,42.230343,1,1,2,39,0.056689,0.110659,1943,0,40,0,0,0.000854,9,0,0,0.042749,1,1,2
1028,Ellsworth + Cloverlawn,-83.666176,42.23045,2,2,4,38,0.059295,0.127705,12064,0,39,0,0,0.001727,9,0,0,0.137069,2,2,4
1030,S - Ellsworth east of Golfside,-83.660477,42.230164,1,1,2,14,0.133333,0.232254,9072,0,38,0,0,0.00091,9,0,0,0.101844,1,1,2
1031,Ellsworth  + Roundtree Blv,-83.656662,42.23024,1,1,2,13,0.142857,0.244626,8392,0,37,0,0,0.000949,9,0,0,0.075464,1,1,2
1032,S - Ellsworth at Wal-Mart,-83.648903,42.230461,1,1,2,12,0.153846,0.258601,7710,0,36,0,0,0.000982,9,0,0,0.057984,1,1,2
1034,Michigan + Mansfield,-83.632446,42.233883,1,1,2,51,0.040402,0.066054,968,0,48,0,0,0.000798,4,0,0,0.042772,1,1,2
1035,Michigan + Brown Chapel,-83.628876,42.235764,1,1,2,50,0.041995,0.070782,1110,0,48,0,0,0.000854,4,0,0,0.042749,1,1,2
1039,Cross + Huron,-83.613121,42.245796,1,2,3,31,0.051972,0.097438,280.5,0,89,0,0,0.000289,21,0,0,0.042449,1,2,3
1040,Cross + River,-83.609886,42.245922,1,1,2,30,0.052734,0.083763,350,0,88,0,0,0.000298,21,0,0,0.053663,1,1,2
1042,Prospect + Maple,-83.602707,42.246899,1,1,2,28,0.058055,0.095605,576,0,87,0,0,0.001218,21,0,0,0.099272,1,1,2
1043,Forest + Vought,-83.601471,42.249741,1,1,2,26,0.064309,0.098852,855,0,87,0,0,0.000938,21,0,0,0.094774,1,1,2
1044,Forest + Campbell,-83.596611,42.249783,1,1,2,25,0.068435,0.107947,921,0,87,0,0,0.000973,21,0,0,0.073226,1,1,2
1045,Forest + Hollis,-83.592155,42.249859,1,2,3,24,0.073126,0.12405,987,0,87,0,0,0.001003,21,0,0,0.057383,1,2,3
1046,Forest + Browning,-83.588097,42.249882,1,1,2,23,0.071573,0.101999,1010,0,86,0,0,0.000602,24,0,0,0.048496,1,1,2
1047,Forest + Harris,-83.583382,42.249916,2,1,3,22,0.076004,0.10727,1135,0,11,0,0,0.001167,24,0,0,0.101962,2,1,3
1048,Ford + Forest,-83.580391,42.250286,3,1,4,21,0.081081,0.113676,6022,0,10,0,0,0.002435,24,0,0,0.206852,3,1,4
1049,Ford + Holmes,-83.58049,42.254574,1,3,4,22,0.087619,0.153555,2020,0,13,0,0,0.001373,24,0,0,0.094049,1,3,4
1051,Clark + Ford Elementary,-83.562378,42.258011,2,1,3,28,0.058748,0.085478,1124,0,13,0,0,0.001889,24,0,0,0.142537,2,1,3
1052,Clark + Ridge,-83.555565,42.258198,2,1,3,27,0.062288,0.092038,1231,0,13,0,0,0.001856,24,0,0,0.117661,2,1,3
1053,Ridge + Holmes,-83.553955,42.254421,0,2,2,28,0.073189,0.122251,0,0,139,0,0,0.000176,24,0,0,0,0,2,2
1054,Holmes + Wildwood,-83.563026,42.254059,1,2,3,26,0.081563,0.130673,152,0,137,0,0,0.000388,24,0,0,0.018193,1,2,3
1055,Cross + Prospect,-83.603134,42.246113,1,1,2,30,0.052219,0.081685,13,0,87,0,0,0.000938,21,0,0,0.094774,1,1,2
1102,South U + State,-83.740105,42.27499,1,1,2,56,0.039818,0.05656,23384,0,81,0,0,0.000696,23,6,0,0.102519,1,1,2
1103,Wolverine Tower Entrance #C,-83.736565,42.242981,1,2,3,65,0.030754,0.042013,3281,0,140,0,0,0.000961,23,6,0.166667,0.042884,1,2,3
1106,Church + South U,-83.734612,42.275928,1,1,2,58,0.036914,0.049721,23338,0,81,0.323567,0,0.000514,23,6,0,0.285723,1,1,2
1107,State St Commuter Lot,-83.740211,42.249256,1,2,3,65,0.030744,0.041421,9,0,140,0,0,0.000584,23,6,0.166667,0.042773,1,2,3
1108,SU + Tappan,-83.737747,42.275005,1,1,2,57,0.038311,0.052774,23361,0,81,0,0,0.000612,23,6,0,0.17241,1,1,2
1110,State + UM Commuter Lot,-83.740219,42.24876,1,1,2,68,0.028185,0.036208,1340,0,140,0,0,0.00083,23,6,0,0.049727,1,1,2
1111,State + UM Tenni & Gymnastics,-83.742462,42.252052,1,1,2,64,0.031692,0.041886,327.5,0,140,0,0,0.000424,23,6,0,0.042749,1,1,2
1119,Wolverine Tower + Comerica,-83.737846,42.243095,1,1,2,66,0.029847,0.039429,2634,0,140,0,0,0.000925,23,6,0,0.043349,1,1,2
1120,Maple + Miller,-83.780914,42.295681,1,1,2,64,0.037672,0.049234,11570,0,81,0,0,0.000641,17,1,0,0.042745,1,1,2
1121,Glazier + Bardstown,-83.689758,42.288006,1,1,2,74,0.023619,0.031654,1331,0,132,0,0,0.000794,5,3,0,0.042764,1,1,2
1127,State + Hoffman,-83.740181,42.258057,2,1,3,61,0.034479,0.045426,8319.5,0,81,0,0,0.001278,23,6,0,0.158617,2,1,3
1129,State + Parkcrest,-83.73999,42.25692,1,2,3,62,0.033807,0.047337,6516,0,140,0,0,0.001233,23,6,0,0.103977,1,2,3
1130,State St + 2285,-83.739708,42.253452,1,1,2,70,0.026699,0.033818,46,0,140,0,0,0.000699,23,6,0,0.080024,1,1,2
1131,State + Hidden Valley,-83.739441,42.246754,1,1,2,67,0.028993,0.03766,1987,0,140,0,0,0.000881,23,6,0,0.044984,1,1,2
1132,State + Oakbrook,-83.739342,42.250198,2,1,3,64,0.03169,0.041869,4237.5,0,140,0,0,0.000832,23,6,0.166667,0.085522,2,1,3
1133,State + State Park and Ride,-83.739548,42.253681,2,1,3,63,0.032714,0.044126,5869,0,140,0,0,0.001243,23,6,0,0.122175,2,1,3
1135,Prospect + Oak,-83.602684,42.248348,2,2,4,27,0.061491,0.110545,816,0,87,0,0,0.001795,21,0,0,0.118341,2,2,4
1136,Holmes + East Cir,-83.559647,42.25415,1,1,2,27,0.076138,0.11388,57,0,138,0,0,0.00025,24,0,0,0.006065,1,1,2
1183,Grove + Spring,-83.602989,42.234589,1,1,2,33,0.061947,0.118484,3757,0,14,0,0,0.000988,4,0,0,0.100911,1,1,2
1184,Grove + Dorothy,-83.57695,42.221088,1,1,2,29,0.066282,0.10486,707,0,10,0,0,0.001119,0,0,0,0.042745,1,1,2
1185,Grove + Mollie,-83.581009,42.221233,1,1,2,28,0.069627,0.110645,635,0,10,0,0,0.001126,0,0,0,0.042745,1,1,2
1186,Harris + Wingate,-83.58223,42.224552,2,1,3,27,0.073326,0.118406,4338,0,10,0,0,0.001959,0,0,0,0.105875,2,1,3
1187,Michigan + Prospect,-83.601746,42.241116,1,1,2,9,0.188889,0.257306,1856,0,4,0,0,0.001109,24,0,0,0.111408,1,1,2
1188,Towner + Ecorse,-83.597282,42.239346,1,1,2,16,0.103004,0.169904,299,0,6,0,0,0.000731,24,0,0,0.047977,1,1,2
1189,Ecorse + Maplewood,-83.597221,42.237164,1,1,2,15,0.111628,0.177214,175,0,6,0,0,0.000796,24,0,0,0.044496,1,1,2
1190,Ecorse + Maus,-83.595482,42.235371,1,1,2,14,0.121827,0.186473,51,0,6,0,0,0.000852,24,0,0,0.043233,1,1,2
1193,Jackson + Wagner,-83.800758,42.285275,1,1,2,86,0.021064,0.03135,4277,0,81,0,0,0.000908,18,1,0.5,0.176452,1,1,2
1194,Meijer Jackson Rd,-83.843185,42.286674,1,1,2,92,0.01885,0.026448,1300,0,141,0,0,0.000708,18,1,0,0.042745,1,1,2
1195,Jackson + Parkland,-83.813087,42.285069,1,1,2,87,0.020636,0.029863,6407,0,81,0,0,0.001371,18,1,0,0.069314,1,1,2
1196,Jackson + Aprill,-83.807655,42.284801,1,1,2,86,0.021066,0.031645,6430,0,81,0,0,0.001341,18,1,0,0.056015,1,1,2
1197,Jackson + Nancy,-83.803711,42.284847,2,2,4,85,0.021515,0.034637,11376,0,81,0,0,0.002087,18,1,0.083333,0.165103,2,2,4
1198,Jackson + Myrtle,-83.824471,42.286503,2,1,3,89,0.019825,0.027504,6361,0,81,0,0,0.001448,18,1,0,0.102527,2,1,3
1203,Ecorse +  Harris,-83.582474,42.234818,1,1,2,25,0.063594,0.094646,631,0,10,0,0,0.000668,24,0,0,0.043494,1,1,2
1207,Clark + Ypsilanti Township Community Center,-83.568275,42.257908,2,2,4,25,0.070824,0.116657,1479,0,13,0,0,0.001905,24,0,0,0.130506,2,2,4
1209,Michigan + Harris,-83.582497,42.24556,1,1,2,12,0.144068,0.232987,956,0,4,0,0,0.00094,24,0,0,0.088868,1,1,2
1210,Harris + Foley,-83.582275,42.227394,1,1,2,26,0.078409,0.130922,4266,0,10,0,0,0.001839,0,0,0,0.087047,1,1,2
1211,Harriet + Parkridge Community Center,-83.624359,42.232433,1,1,2,38,0.050505,0.090435,1561,0,46,0,0,0.000912,4,0,0,0.067296,1,1,2
1213,Harris + Ecorse,-83.582542,42.235481,2,2,4,24,0.083434,0.139443,5436,0,10,0,0,0.001894,0,0,0,0.108202,2,2,4
1214,Oak Valley + Scio Church,-83.779793,42.255577,1,2,3,79,0.028022,0.048742,27471,0,81,0,0,0.000807,20,2,0,0.044398,1,2,3
1219,Leforge + Green,-83.622513,42.258472,1,1,2,77,0.023476,0.032497,5499,0,98,0,0,0.00106,22,4,0,0.127427,1,1,2
1221,Scio Church + Convington,-83.772713,42.256283,1,1,2,77,0.028389,0.040645,73197,0,81,0,0,0.000756,20,2,0,0.15518,1,1,2
1222,Scio Church + Winstead,-83.767906,42.25642,1,1,2,76,0.029206,0.042902,73220,0,81,0,0,0.000818,20,2,0,0.109164,1,1,2
1223,Scio Church + Welch,-83.764915,42.256508,1,1,2,75,0.03007,0.045856,73243,0,81,0,0,0.000871,20,2,0,0.07466,1,1,2
1226,Stadium + Franlin,-83.760139,42.264008,1,1,2,89,0.02245,0.035901,7073,0,81,0,0,0.001379,16,2,0,0.070937,1,1,2
1228,Stadium + Kay Parkway,-83.767776,42.264847,1,1,2,87,0.023466,0.038338,10826,0,81,0,0,0.001167,16,2,0,0.091004,1,1,2
1229,Stadium + Suffolk,-83.770149,42.267017,1,1,2,86,0.024025,0.041258,10849,0,81,0,0,0.001167,16,2,0,0.070749,1,1,2
1230,Maple + Keystone,-83.7798,42.26207,1,1,2,81,0.026564,0.041561,27425,0,81,0,0,0.000668,19,2,0,0.06186,1,1,2
1231,Maple + Country Village,-83.779724,42.260326,1,1,2,80,0.027273,0.044419,27448,0,81,0,0,0.000743,20,2,0,0.048856,1,1,2
1232,Oak Valley + Pittsfield Branch Library,-83.778976,42.252419,3,2,5,83,0.022072,0.029836,3783,0,81,0,0,0.001219,1,2,0.25,0.362221,3,2,5
1233,Oak Vally + Arbor Hospice,-83.776672,42.251987,1,1,2,82,0.022566,0.030905,3806,0,81,0,0,0.000694,1,2,0,0.235174,1,1,2
1234,Oak Valley + Silver Springs,-83.771423,42.249386,1,1,2,80,0.023624,0.033773,3852,0,81,0,0,0.000826,1,2,0,0.086501,1,1,2
1235,Oak Valley + Boulder Ridge,-83.770561,42.245522,2,2,4,79,0.024191,0.036259,6875,0,81,0,0,0.001527,1,2,0,0.162362,2,2,4
1237,OakValley + Ann Arbor-Saline,-83.769676,42.239899,1,2,3,76,0.026047,0.04094,8451,0,81,0,0,0.001472,1,2,0.166667,0.131476,1,2,3
1239,Oak Valley + Silver Spring,-83.771584,42.249744,1,1,2,84,0.021599,0.0289,1626,0,81,0,0,0.000824,1,2,0,0.117492,1,1,2
1243,Liberty + Liberty Pointe,-83.78688,42.272812,1,1,2,83,0.025591,0.042637,48327,0,81,0,0,0.00074,20,2,0,0.112949,1,1,2
1244,Scio Ridge + Liberty,-83.790321,42.272617,2,2,4,82,0.02626,0.046941,51290,0,81,0,0,0.001602,20,2,0,0.129039,2,2,4
1245,Scio Ridge + Walnut Glen,-83.790298,42.268326,1,1,2,81,0.026488,0.040759,49632,0,81,0,0,0.000857,20,2,0,0.098152,1,1,2
1246,Scio Ridge + Chase,-83.790077,42.268658,1,1,2,83,0.025594,0.042803,2294,0,81,0,0,0.000939,20,2,0,0.060034,1,1,2
1248,Liberty + Summerfield Glen,-83.786575,42.272606,1,1,2,85,0.024609,0.043814,1058,0,81,0,0,0.000857,20,2,0,0.098152,1,1,2
1250,Jackson + April,-83.808327,42.285221,1,1,2,91,0.019076,0.025847,3080,0,81,0,0,0.001063,18,1,0,0.115546,1,1,2
1251,Jackson + Trinity Health,-83.81546,42.285839,1,1,2,90,0.019443,0.026618,3103,0,81,0,0,0.001079,18,1,0,0.080927,1,1,2
1253,Jackson + Burton,-83.828461,42.28754,1,2,3,90,0.019584,0.029833,2594,0,141,0,0,0.000837,18,1,0,0.042745,1,2,3
1254,Jackson + Zeeb,-83.833626,42.288158,1,1,2,94,0.018169,0.024672,6,0,141,0,0,0.000531,18,1,0,0.042745,1,1,2
1255,Jackson + Luella,-83.834229,42.287811,1,1,2,91,0.01921,0.027724,1947,0,141,0,0,0.000778,18,1,0,0.042745,1,1,2
1258,Dexter + Wagner,-83.799263,42.291149,1,1,2,85,0.021489,0.031432,2036,0,81,0,0,0.000908,18,1,0,0.176452,1,1,2
1260,Dexter + Barber,-83.791786,42.289387,1,1,2,83,0.022101,0.028341,5082,0,81,0,0,0.000842,17,1,0,0.11377,1,1,2
1261,Dexter + Glenwood,-83.788208,42.288158,1,1,2,82,0.02258,0.028948,5105,0,81,0,0,0.000892,17,1,0,0.080434,1,1,2
1262,Dexter + Center,-83.784943,42.286907,1,1,2,81,0.023081,0.029596,5128,0,81,0,0,0.000933,17,1,0,0.059666,1,1,2
1263,Dexter + Valley,-83.78199,42.285858,1,1,2,80,0.023605,0.030291,5151,0,81,0,0,0.000969,17,1,0,0.049108,1,1,2
1264,Holmes + Spencer,-83.569458,42.253963,1,1,2,25,0.070943,0.103195,188,0,135,0,0,0.00034,24,0,0,0.030016,1,1,2
1265,Holmes + Jerome,-83.578461,42.253857,2,1,3,23,0.080844,0.126016,1953,0,13,0,0,0.001409,24,0,0,0.11591,2,1,3
1266,Forest + Ford,-83.581192,42.25008,1,1,2,23,0.071573,0.101999,26,0,12,0,0,0.000564,24,0,0,0.073045,1,1,2
1270,Forest + Campell,-83.596298,42.249912,1,1,2,29,0.055134,0.089185,28,0,87,0,0,0.000602,21,0,0,0.048496,1,1,2
1271,Prospect + Forest,-83.602898,42.249352,1,1,2,28,0.05814,0.096647,94,0,87,0,0,0.000687,21,0,0,0.044617,1,1,2
1273,Michigan + Crimson,-83.591591,42.243412,1,1,2,8,0.2125,0.284944,1708,0,4,0,0,0.001119,24,0,0,0.075558,1,1,2
1274,Michigan + Burbank,-83.58783,42.244297,2,2,4,7,0.242857,0.343277,1681,0,4,0,0,0.0018,24,0,0,0.111374,2,2,4
1275,Michigan + Utah,-83.575584,42.247208,1,1,2,11,0.160377,0.25619,808,0,4,0,0,0.000975,24,0,0,0.070186,1,1,2
1277,Michigan + Oak Grove,-83.593666,42.243103,1,1,2,12,0.146552,0.229066,412,0,4,0,0,0.00094,24,0,0,0.088868,1,1,2
1278,Michigan + Ecorse,-83.600594,42.241524,1,1,2,10,0.177083,0.266643,116,0,4,0,0,0.001004,24,0,0,0.056225,1,1,2
1281,First + Frederick,-83.625786,42.233124,1,1,2,39,0.048687,0.086558,1510,0,47,0,0,0.000866,4,0,0,0.079425,1,1,2
1283,Harriet + Perry,-83.619064,42.233509,1,1,2,37,0.052482,0.095483,1610,0,45,0,0,0.00095,4,0,0,0.055473,1,1,2
1286,Harriet + Hamilton,-83.617043,42.233505,2,1,3,36,0.054641,0.102829,1916,0,44,0,0,0.001129,4,0,0,0.089815,2,1,3
1287,Service Dr + Share,-83.583389,42.230499,1,1,2,33,0.059792,0.104497,470,0,10,0,0,0.000915,0,0,0,0.056106,1,1,2
1288,Service Dr + Hull,-83.586777,42.231304,1,1,2,32,0.063129,0.112458,398,0,10,0,0,0.000953,0,0,0,0.048121,1,1,2
1289,Service Dr + Georgina,-83.591202,42.231266,1,1,2,31,0.06686,0.124109,326,0,10,0,0,0.000986,0,0,0,0.044524,1,1,2
1290,Chidister + Spring,-83.610558,42.235477,1,1,2,2,0.666667,0.75,118,0,8,0,0,0.000966,0,0,0,0.090569,1,1,2
1291,Grove + Georgina,-83.596077,42.225578,1,1,2,29,0.064911,0.103215,3778,0,10,0,0,0.000936,0,0,0,0.125312,1,1,2
1292,Grove + Laural Bay,-83.592575,42.223347,1,1,2,28,0.068862,0.109759,3706,0,10,0,0,0.000971,0,0,0,0.087858,1,1,2
1293,Harris + Hawthorne,-83.582642,42.238171,1,1,2,24,0.066731,0.09742,3267,0,10,0,0,0.000981,0,0,0,0.08767,1,1,2
1294,Harris + Russel,-83.582756,42.241169,1,1,2,23,0.070915,0.101896,3195,0,10,0,0,0.001009,0,0,0,0.069825,1,1,2
1295,Ford + Russell,-83.580078,42.241486,1,1,2,22,0.075658,0.107214,3123,0,10,0,0,0.001034,0,0,0,0.056135,1,1,2
1299,Leforge + Huron River Dr,-83.622047,42.255241,2,2,4,76,0.024038,0.03513,6844,0,98,0,0,0.001523,22,4,0.083333,0.146822,2,2,4
1300,Leforge + Woburn,-83.622246,42.25695,1,1,2,79,0.022434,0.030368,15,0,98,0,0,0.000823,22,4,0,0.105932,1,1,2
1301,Leforge + Clark,-83.622398,42.259876,2,2,4,78,0.022946,0.032529,4858,0,98,0,0,0.002081,22,4,0.083333,0.177441,2,2,4
1302,Clark + Bedford,-83.614891,42.260506,1,1,2,80,0.021942,0.028814,6,0,98,0,0,0.00106,22,4,0.5,0.127427,1,1,2
1304,River + Holmes,-83.608803,42.253456,1,1,2,80,0.021972,0.029264,2158,0,99,0,0,0.000402,22,0,0,0.047954,1,1,2
1305,Forest + Norris,-83.610039,42.249653,1,2,3,81,0.021629,0.031361,1505.5,0,100,0,0,0.000533,22,0,0,0.052507,1,2,3
1306,Forest + Huron,-83.615219,42.249096,1,1,2,3,0.5,0.611111,14.5,0,93,0,0,0.000402,22,0,0,0.047954,1,1,2
1313,Clark East Towers,-83.579849,42.257114,1,2,3,26,0.069592,0.123048,269,0,13,0,0,0.000564,24,0,0,0.073045,1,2,3
1314,Midway + Holmes,-83.574455,42.253914,1,1,2,24,0.075041,0.111387,1515,0,13,0,0,0.000985,24,0,0,0.099792,1,1,2
1316,Michigan + Spencer,-83.567749,42.249268,2,2,4,10,0.180851,0.306769,732,0,4,0,0,0.001293,24,0,0,0.093739,2,2,4
1317,Spencer + Holmes,-83.568787,42.253498,1,1,2,11,0.160714,0.251217,54,0,136,0,0,0.00034,24,0,0,0.030016,1,1,2
1320,Holmes + Ridge,-83.553268,42.254337,1,0,1,0,0,0,0,0,2,0,0,0.000792,24,0,0,0.068592,1,0,1
1321,Michigan + Wiard,-83.561226,42.251019,1,1,2,1,1,1,166,0,3,0,0,0.000725,24,0,0,0.083073,1,1,2
1322,Upland + Snowberry Ridge,-83.787842,42.257523,2,2,4,79,0.027956,0.04775,51510,0,81,0,0,0.001586,20,2,0.083333,0.166761,2,2,4
1323,Scio Ridge + Sudburry,-83.791924,42.26458,1,1,2,84,0.024961,0.039986,2271,0,81,0,0,0.000898,20,2,0,0.081672,1,1,2
1324,Scio Ridge + Chamberlain,-83.792244,42.264408,1,1,2,80,0.027202,0.043555,49655,0,81,0,0,0.000904,20,2,0,0.074141,1,1,2
1326,Zeeb + Jackson,-83.838547,42.288078,1,1,2,93,0.018503,0.025476,653,0,141,0,0,0.000627,18,1,0,0.042745,1,1,2
1329,Jackson + Dexter,-83.766396,42.281971,1,1,2,82,0.022862,0.031743,15431,0,81,0,0,0.000676,18,1,0,0.070499,1,1,2
1330,Jackson + Grandview,-83.77021,42.28149,1,1,2,81,0.023384,0.033042,15454,0,81,0,0,0.00075,18,1,0,0.056307,1,1,2
1331,Jackson + Worden,-83.772713,42.281204,1,1,2,80,0.02393,0.03472,15477,0,81,0,0,0.000813,18,1,0,0.048163,1,1,2
1333,Jackson + Maple,-83.781799,42.28104,1,1,2,86,0.021058,0.030731,10820,0,81,0,0,0.000908,18,1,0,0.081051,1,1,2
1334,Jackson + Lakeview,-83.789139,42.283222,1,1,2,85,0.021506,0.032708,10843,0,81,0,0,0.000948,18,1,0,0.067675,1,1,2
1336,E- State south of William,-83.740623,42.277466,1,2,3,53,0.042444,0.064932,79560,0,81,0,0,0.000669,23,1,0,0.096608,1,2,3
1337,E- Thompson St south of William,-83.743111,42.277161,1,1,2,2,0.666667,0.75,79,0,64,0,0,0.001024,23,6,0,0.119841,1,1,2
1338,YTC - Stop 2,-83.615036,42.242317,0,2,2,72,0.030857,0.051051,0,0,142,0,0,0.000176,21,0,0,0,0,2,2
1339,Madison + Rail Road Tracks,-83.748497,42.274044,2,1,3,1,1,1,74,0,72,0,0,0.001429,23,2,0,0.149669,2,1,3
1341,W- Hewitt south of Ellsworth,-83.644066,42.23024,1,1,2,53,0.037551,0.059761,684,0,48,0,0,0.000656,4,0,0,0.043325,1,1,2
1487,Wiard + Woodruff,-83.563736,42.259415,1,1,2,29,0.056166,0.082527,1026,0,13,0,0,0.001063,24,0,0,0.042745,1,1,2
1489,Jackson + Classic Cup Cafe,-83.817345,42.285664,1,1,2,88,0.020222,0.028554,6384,0,81,0,0,0.001406,18,1,0,0.085811,1,1,2
1490,Michigan + Johnson,-83.596558,42.242401,1,1,2,11,0.160377,0.243352,264,0,4,0,0,0.000975,24,0,0,0.070186,1,1,2
